,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Don’t Matter To Me",Drake,5629479,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
2,Nonstop,Drake,5293832,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
3,SAD!,XXXTENTACION,4341962,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"In My Feelings",Drake,4054560,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
5,"God's Plan",Drake,3929309,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
6,"Girls Like You (feat. Cardi B)","Maroon 5",3631803,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,"Lucid Dreams","Juice WRLD",3609015,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
8,"I Like It","Cardi B",3602368,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"One Kiss (with Dua Lipa)","Calvin Harris",3442359,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
10,"I'm Upset",Drake,3419269,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
11,"Nice For What",Drake,3391031,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
12,"Better Now","Post Malone",3306400,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,Emotionless,Drake,3296700,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
14,"Solo (feat. Demi Lovato)","Clean Bandit",3071870,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
15,"Mob Ties",Drake,2995504,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
16,Elevate,Drake,2789716,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
17,"Taste (feat. Offset)",Tyga,2766249,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
18,Moonlight,XXXTENTACION,2759372,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"8 Out Of 10",Drake,2629624,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
20,"Back To You","Selena Gomez",2593975,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
21,Youngblood,"5 Seconds of Summer",2535496,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,"no tears left to cry","Ariana Grande",2532715,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
23,"Jackie Chan",Tiësto,2504989,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
24,"Talk Up",Drake,2488234,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
25,Survival,Drake,2446753,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
26,"Te Boté - Remix","Nio Garcia",2441550,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
27,"Can’t Take A Joke",Drake,2430066,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
28,"Ocean (feat. Khalid)","Martin Garrix",2327103,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
29,changes,XXXTENTACION,2321108,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
30,"Jocelyn Flores",XXXTENTACION,2240028,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
31,X,"Nicky Jam",2180694,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
32,"Sin Pijama","Becky G",2008078,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
33,"Sandra’s Rose",Drake,1951705,https://open.spotify.com/track/1sPLURKAosM3Jampgp9AWq
34,"Summer Games",Drake,1904870,https://open.spotify.com/track/0w1ZtnzQmtmuuoKxHT0pLL
35,"Blue Tint",Drake,1835631,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
36,Rise,"Jonas Blue",1796553,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
37,"Psycho (feat. Ty Dolla $ign)","Post Malone",1772339,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
38,"Born To Be Yours",Kygo,1768977,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
39,Nevermind,"Dennis Lloyd",1768540,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
40,"Bed (feat. Ariana Grande)","Nicki Minaj",1762158,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
41,Flames,"David Guetta",1698242,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
42,Jaded,Drake,1662286,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx
43,"After Dark",Drake,1661958,https://open.spotify.com/track/4IvenHmD0spfFDOKphoUDp
44,"rockstar (feat. 21 Savage)","Post Malone",1652960,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
45,"That’s How You Feel",Drake,1648902,https://open.spotify.com/track/0SVsEdvot6vU4byv5yW0oj
46,Finesse,Drake,1628036,https://open.spotify.com/track/590bUp2TKTfTS9NfiD4Nmn
47,FRIENDS,Marshmello,1625670,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
48,Peak,Drake,1600888,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV
49,APESHIT,"The Carters",1569078,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
50,2002,Anne-Marie,1568785,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
51,"Is There More",Drake,1519102,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
52,"lovely (with Khalid)","Billie Eilish",1509303,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
53,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1473395,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
54,"Yes Indeed","Lil Baby",1451132,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
55,"Me Niego",Reik,1411768,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
56,"The Middle",Zedd,1373825,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
57,"Praise The Lord (Da Shine)","A$AP Rocky",1346845,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
58,"Ratchet Happy Birthday",Drake,1345190,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy
59,IDGAF,"Dua Lipa",1331626,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
60,"La Cintura","Alvaro Soler",1319478,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
61,"Look Alive (feat. Drake)","BlocBoy JB",1299396,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
62,"All Mine","Kanye West",1269927,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
63,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1266915,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
64,"Everybody Dies In Their Nightmares",XXXTENTACION,1233628,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
65,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1231427,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
66,"No Es Justo","J Balvin",1210939,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
67,"La Player (Bandolera)","Zion & Lennox",1200574,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
68,Havana,"Camila Cabello",1174570,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
69,"Shape of You","Ed Sheeran",1173111,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
70,Body,"Loud Luxury",1172316,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
71,"Mi Cama","Karol G",1167685,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
72,"Dura - Remix","Daddy Yankee",1166655,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
73,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1165228,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
74,"Final Fantasy",Drake,1138421,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j
75,"March 14",Drake,1125177,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH
76,"Start Again (feat. Logic)",OneRepublic,1116718,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
77,"Look At Me!",XXXTENTACION,1092656,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
78,"This Is America","Childish Gambino",1085999,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
79,"All Girls Are The Same","Juice WRLD",1084823,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
80,Clandestino,Shakira,1077900,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
81,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1076142,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
82,"In My Blood","Shawn Mendes",1069142,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
83,Mine,Bazzi,1057485,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
84,"New Rules","Dua Lipa",1055386,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
85,"Love Lies (with Normani)",Khalid,1044499,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
86,"Madura (feat. Bad Bunny)",Cosculluela,1011321,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
87,"Playinwitme (feat. Kehlani)",KYLE,995976,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
88,"Live It Up - Official Song 2018 FIFA World Cup Russia","Nicky Jam",981605,https://open.spotify.com/track/4DnHUy01jEA4b5ydC3HgsT
89,"Síguelo Bailando",Ozuna,963860,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
90,Unica,Ozuna,948756,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
91,OTW,Khalid,948326,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
92,Perfect,"Ed Sheeran",940517,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
93,"Call Out My Name","The Weeknd",935287,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
94,"Por Perro","Sebastian Yatra",931775,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
95,Believer,"Imagine Dragons",930862,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
96,"X - Remix","Nicky Jam",929810,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
97,"Freaky Friday (feat. Chris Brown)","Lil Dicky",909986,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
98,"High Hopes","Panic! At The Disco",899337,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
99,"New Light","John Mayer",893143,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
100,Thunder,"Imagine Dragons",891167,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
101,Hope,XXXTENTACION,876877,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
102,"Walk It Talk It",Migos,875842,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
103,"Boo'd Up","Ella Mai",871170,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
104,"Audio - with Sia, Diplo & Labrinth",Sia,866293,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
105,"El Préstamo",Maluma,859432,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
106,"Ball For Me (feat. Nicki Minaj)","Post Malone",858016,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
107,Somebody,"The Chainsmokers",853769,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
108,Familiar,"Liam Payne",852115,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
109,"All The Stars (with SZA)","Kendrick Lamar",846748,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
110,"I'll Be There","Jess Glynne",843126,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
111,"Plug Walk","Rich The Kid",837819,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
112,"Ric Flair Drip (& Metro Boomin)",Offset,833297,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
113,"Estamos Bien","Bad Bunny",832321,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
114,"Bella - Remix",Wolfine,831168,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
115,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,829275,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
116,"Remind Me to Forget",Kygo,824289,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
117,"I Fall Apart","Post Malone",811059,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
118,"Vaina Loca",Ozuna,801517,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
119,Dura,"Daddy Yankee",800681,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
120,"XO TOUR Llif3","Lil Uzi Vert",797848,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
121,"Too Good At Goodbyes","Sam Smith",797461,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
122,"Te Amo","Piso 21",793665,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
123,Happier,"Ed Sheeran",792777,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
124,"I'm a Mess","Bebe Rexha",789138,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
125,NUMB,XXXTENTACION,772628,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
126,"Like To Be You feat. Julia Michaels","Shawn Mendes",748126,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
127,"If You're Over Me","Years & Years",738412,https://open.spotify.com/track/01k24g94i1JvkFLQmVEdCd
128,Ambiente,"J Balvin",737290,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
129,"Échame La Culpa","Luis Fonsi",735250,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
130,"Mad Love","Sean Paul",724987,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
131,Enemies,Lauv,720386,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
132,JAPAN,"Famous Dex",715972,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
133,Dembow,"Danny Ocean",704921,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
134,"Candy Paint","Post Malone",702368,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
135,Asesina,Brytiago,690704,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
136,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",688987,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
137,Closer,"The Chainsmokers",687119,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
138,"Like I Do","David Guetta",679344,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
139,"Say You Won't Let Go","James Arthur",679130,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
140,HUMBLE.,"Kendrick Lamar",677467,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
141,"Youth feat. Khalid","Shawn Mendes",677061,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
142,Wolves,"Selena Gomez",672335,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
143,Congratulations,"Post Malone",670509,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
144,"One Dance",Drake,669532,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
145,"Feel It Still","Portugal. The Man",664341,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
146,"ocean eyes","Billie Eilish",657892,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
147,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",657653,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
148,Yikes,"Kanye West",655714,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
149,"Wake Me Up - Radio Edit",Avicii,655159,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
150,Unforgettable,"French Montana",647564,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
151,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",644180,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
152,"Never Be the Same","Camila Cabello",642215,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
153,Shotgun,"George Ezra",642106,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
154,"Better Not (feat. Wafia)","Louis The Child",641256,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
155,"Dance To This (feat. Ariana Grande)","Troye Sivan",640014,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
156,"I Like Me Better",Lauv,639468,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
157,"Duro y Suave","Leslie Grace",637656,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
158,"Something Just Like This","The Chainsmokers",631363,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
159,Silence,Marshmello,629940,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
160,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",626783,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
161,"I'm Yours","Jason Mraz",622483,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
162,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",617470,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
163,Paranoid,"Post Malone",615731,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
164,Simple,"Florida Georgia Line",614228,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
165,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,610736,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
166,"Young Dumb & Broke",Khalid,610229,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
167,"Sorry Not Sorry","Demi Lovato",605693,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
168,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",600888,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
169,"What Lovers Do (feat. SZA)","Maroon 5",594556,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
170,"FAKE LOVE",BTS,591078,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
171,goosebumps,"Travis Scott",590830,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
172,Esskeetit,"Lil Pump",586413,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
173,"More Than You Know","Axwell /\ Ingrosso",583905,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
174,Criminal,"Natti Natasha",579100,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
175,"Spoil My Night (feat. Swae Lee)","Post Malone",578692,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
176,"Without You (feat. Sandro Cavazza)",Avicii,577701,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
177,TATI,6ix9ine,575106,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
178,"Whatever It Takes","Imagine Dragons",572413,https://open.spotify.com/track/0yt31hMKZMiyIEfiBiLD2N
179,"I Wanna Know (feat. Bea Miller)",NOTD,569933,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
180,Stay,"Post Malone",568136,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
181,"Let You Down",NF,567022,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
182,"Let Me Down Slowly","Alec Benjamin",563210,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
183,"Bodak Yellow","Cardi B",562953,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
184,"Ao Vivo E A Cores","Matheus & Kauan",562325,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
185,Location,Khalid,561217,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
186,"That's What I Like","Bruno Mars",561185,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
187,Corazón,Maluma,560972,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
188,"Thinking Out Loud","Ed Sheeran",560924,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
189,"Mi Gente","J Balvin",560762,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
190,Usted,"Juan Magán",560007,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
191,Halo,Beyoncé,557193,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
192,Solita,Ozuna,555142,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
193,"Let Me",ZAYN,553430,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
194,"Guatemala - From Swaecation","Rae Sremmurd",551837,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
195,"Despacito - Remix","Luis Fonsi",551019,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2
196,1-800-273-8255,Logic,550515,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
197,Revenge,XXXTENTACION,549477,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
198,"No Hay Nadie Más","Sebastian Yatra",549450,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
199,"Wonderwall - Remastered",Oasis,546717,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
200,1950,"King Princess",543270,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
