,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,2464899,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,"Lucid Dreams","Juice WRLD",2022135,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,Moonlight,XXXTENTACION,1957988,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,"Jocelyn Flores",XXXTENTACION,1570446,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
5,changes,XXXTENTACION,1354813,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
6,"I Like It","Cardi B",1284400,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,"Better Now","Post Malone",1262770,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
8,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1260749,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
9,"Yes Indeed","Lil Baby",1215513,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
10,"Girls Like You (feat. Cardi B)","Maroon 5",1172603,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,"Nice For What",Drake,1139871,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
12,"Taste (feat. Offset)",Tyga,1099282,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
13,"I'm Upset",Drake,1046007,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
14,"Everybody Dies In Their Nightmares",XXXTENTACION,1011812,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
15,"All Mine","Kanye West",1003691,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"Psycho (feat. Ty Dolla $ign)","Post Malone",980808,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
17,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,969707,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
18,"Look Alive (feat. Drake)","BlocBoy JB",867181,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
19,"All Girls Are The Same","Juice WRLD",864431,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
20,"God's Plan",Drake,855828,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
21,Youngblood,"5 Seconds of Summer",812370,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,Hope,XXXTENTACION,791099,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
23,"Back To You","Selena Gomez",781745,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
24,"no tears left to cry","Ariana Grande",749413,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
25,"Bed (feat. Ariana Grande)","Nicki Minaj",734028,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
26,"Jackie Chan",Tiësto,725093,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
27,NUMB,XXXTENTACION,721179,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
28,"rockstar (feat. 21 Savage)","Post Malone",709660,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
29,"lovely (with Khalid)","Billie Eilish",669532,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
30,"Ocean (feat. Khalid)","Martin Garrix",660217,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
31,"Look At Me!",XXXTENTACION,655402,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
32,"This Is America","Childish Gambino",638417,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
33,"High Hopes","Panic! At The Disco",637363,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
34,"Ball For Me (feat. Nicki Minaj)","Post Malone",630325,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
35,"Praise The Lord (Da Shine)","A$AP Rocky",623701,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
36,"Dancing's Not A Crime","Panic! At The Disco",615386,https://open.spotify.com/track/6PFoEnjp0PAe5siGswjH9i
37,"Plug Walk","Rich The Kid",596256,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
38,"Ric Flair Drip (& Metro Boomin)",Offset,588331,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
39,Reborn,"KIDS SEE GHOSTS",567029,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
40,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",562455,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
41,"Say Amen (Saturday Night)","Panic! At The Disco",559262,https://open.spotify.com/track/76vMKwFtdDDCLcM6zXybjB
42,"Walk It Talk It",Migos,558819,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
43,"I Fall Apart","Post Malone",555703,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
44,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",555401,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
45,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",546653,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
46,"One Kiss (with Dua Lipa)","Calvin Harris",542033,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
47,"Hey Look Ma, I Made It","Panic! At The Disco",539905,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
48,OTW,Khalid,535914,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
49,JAPAN,"Famous Dex",530182,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
50,"Roaring 20s","Panic! At The Disco",527326,https://open.spotify.com/track/0wdV94AXGRphrbkDWLNzVC
51,Revenge,XXXTENTACION,525619,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
52,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",515485,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
53,Yikes,"Kanye West",512368,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
54,"the light is coming (feat. Nicki Minaj)","Ariana Grande",497449,https://open.spotify.com/track/5iZ4hcpCgFVijq5OOjBTKZ
