,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5001928,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"no tears left to cry","Ariana Grande",4725399,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
3,"God's Plan",Drake,4415593,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"One Kiss (with Dua Lipa)","Calvin Harris",3815461,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",3306659,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6,"Wake Me Up - Radio Edit",Avicii,3276961,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
7,X,"Nicky Jam",3230719,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,FRIENDS,Marshmello,3179930,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,KOD,"J. Cole",3093564,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
10,"I Like It","Cardi B",2967415,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,"Call Out My Name","The Weeknd",2940045,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
12,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2926466,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
13,ATM,"J. Cole",2632217,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
14,"Levels - Radio Edit",Avicii,2623951,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL
15,"The Middle",Zedd,2602777,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
16,"Without You (feat. Sandro Cavazza)",Avicii,2503663,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
17,"Love Lies (with Normani)",Khalid,2458288,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
18,"Waiting For Love",Avicii,2429251,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
19,Motiv8,"J. Cole",2370607,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
20,"Hey Brother",Avicii,2279937,https://open.spotify.com/track/3zKST4nk4QJE77oLjUZ0Ng
