,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,3160665,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Lucid Dreams","Juice WRLD",1510890,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
3,SAD!,XXXTENTACION,1255388,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"Taste (feat. Offset)",Tyga,1204262,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
5,Nonstop,Drake,1188035,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
6,"I Like It","Cardi B",1158357,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Moonlight,XXXTENTACION,1044388,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
8,"God is a woman","Ariana Grande",975609,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,"Better Now","Post Malone",950695,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"Nice For What",Drake,913271,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
11,"Yes Indeed","Lil Baby",877511,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
12,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,869028,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
13,"Girls Like You (feat. Cardi B)","Maroon 5",858778,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
14,"Don’t Matter To Me (with Michael Jackson)",Drake,855390,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
15,"God's Plan",Drake,799164,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
16,"I'm Upset",Drake,747671,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
17,"Psycho (feat. Ty Dolla $ign)","Post Malone",698646,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
18,"I Might Need Security","Chance the Rapper",688784,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
19,"Eastside (with Halsey & Khalid)","benny blanco",651522,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
20,"Jocelyn Flores",XXXTENTACION,650644,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
21,Youngblood,"5 Seconds of Summer",635669,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,"Summertime Magic","Childish Gambino",622485,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
23,"Mob Ties",Drake,620445,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
24,changes,XXXTENTACION,618997,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
25,"Jackie Chan",Tiësto,598966,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
26,"All Girls Are The Same","Juice WRLD",597052,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
27,"Look Alive (feat. Drake)","BlocBoy JB",590457,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
28,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,572977,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
29,"rockstar (feat. 21 Savage)","Post Malone",542477,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
30,"Ocean (feat. Khalid)","Martin Garrix",527915,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
31,"Boo'd Up","Ella Mai",519557,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
32,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",514756,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
