,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Call Out My Name","The Weeknd",5889466,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
2,"God's Plan",Drake,5479065,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",3997304,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,FRIENDS,Marshmello,3529009,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,X,"Nicky Jam",3476942,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,"Try Me","The Weeknd",3359910,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
7,SAD!,XXXTENTACION,3176367,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8,IDGAF,"Dua Lipa",3010027,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"The Middle",Zedd,2967542,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
10,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2858410,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
11,"Love Lies (with Normani)",Khalid,2855968,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
12,"Wasted Times","The Weeknd",2819605,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
13,"Look Alive (feat. Drake)","BlocBoy JB",2719754,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
14,"All The Stars (with SZA)","Kendrick Lamar",2695438,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
15,Mine,Bazzi,2526399,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
16,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2523522,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
17,"In My Blood","Shawn Mendes",2352694,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
18,"Hurt You","The Weeknd",2329532,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
19,"I Was Never There","The Weeknd",2309735,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
20,rockstar,"Post Malone",2174406,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
21,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2030685,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
22,Havana,"Camila Cabello",2029858,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
23,Dura,"Daddy Yankee",2018848,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
24,Delicate,"Taylor Swift",2012477,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
25,Privilege,"The Weeknd",1951876,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
26,"Plug Walk","Rich The Kid",1892950,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
27,"Me Niego",Reik,1821247,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
28,"Never Be the Same","Camila Cabello",1787316,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
29,"Pray For Me (with Kendrick Lamar)","The Weeknd",1754823,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
30,"Like I Do","David Guetta",1673831,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
31,"Walk It Talk It",Migos,1670896,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
32,Moonlight,XXXTENTACION,1656206,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
33,"New Rules","Dua Lipa",1592291,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
34,Bella,Wolfine,1529834,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
35,"Échame La Culpa","Luis Fonsi",1509959,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
36,"Say Something","Justin Timberlake",1493098,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
37,"Ric Flair Drip (& Metro Boomin)",Offset,1453569,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
38,Perfect,"Ed Sheeran",1440743,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
39,"Shape of You","Ed Sheeran",1426997,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
40,Nevermind,"Dennis Lloyd",1424236,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
41,Amorfoda,"Bad Bunny",1419188,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
42,Wolves,"Selena Gomez",1417251,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
43,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1395693,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
44,Everyday,Logic,1385798,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
45,"I Fall Apart","Post Malone",1369134,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
46,"Mad Love","Sean Paul",1367154,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
47,"Lost In Japan","Shawn Mendes",1364637,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
48,"Remind Me to Forget",Kygo,1349800,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
49,"River (feat. Ed Sheeran)",Eminem,1328671,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
50,"Síguelo Bailando",Ozuna,1292455,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
51,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1288514,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
52,"Stir Fry",Migos,1261179,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
