,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Nonstop,Drake,6026239,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
2,"Don’t Matter To Me",Drake,5688268,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
3,"God's Plan",Drake,4276604,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
4,SAD!,XXXTENTACION,4232658,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"In My Feelings",Drake,3911375,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
6,Emotionless,Drake,3888598,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
7,"I'm Upset",Drake,3847358,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
8,Elevate,Drake,3585489,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
9,Survival,Drake,3542066,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
10,"8 Out Of 10",Drake,3534887,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
11,"Nice For What",Drake,3529286,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
12,"Mob Ties",Drake,3486463,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
13,"Lucid Dreams","Juice WRLD",3311937,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
14,"One Kiss (with Dua Lipa)","Calvin Harris",3282777,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
15,"I Like It","Cardi B",3202837,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
16,"Girls Like You (feat. Cardi B)","Maroon 5",3177318,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
17,"Talk Up",Drake,3145382,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
18,"Better Now","Post Malone",2950687,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
19,"Can’t Take A Joke",Drake,2938939,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
20,"Solo (feat. Demi Lovato)","Clean Bandit",2726873,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
21,Moonlight,XXXTENTACION,2715168,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
22,"Sandra’s Rose",Drake,2444054,https://open.spotify.com/track/1sPLURKAosM3Jampgp9AWq
23,"no tears left to cry","Ariana Grande",2315202,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
24,"Taste (feat. Offset)",Tyga,2308512,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
25,changes,XXXTENTACION,2305926,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
26,"Te Boté - Remix","Nio Garcia",2291462,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
27,"Back To You","Selena Gomez",2283789,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
28,"Summer Games",Drake,2263750,https://open.spotify.com/track/0w1ZtnzQmtmuuoKxHT0pLL
29,"Jocelyn Flores",XXXTENTACION,2257472,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
30,"Jackie Chan",Tiësto,2149442,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
31,Youngblood,"5 Seconds of Summer",2098491,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
32,"Blue Tint",Drake,2093084,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
33,X,"Nicky Jam",2041621,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
34,Jaded,Drake,2023326,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx
35,Peak,Drake,1985331,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV
36,"Is There More",Drake,1970859,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
37,Finesse,Drake,1952491,https://open.spotify.com/track/590bUp2TKTfTS9NfiD4Nmn
38,"After Dark",Drake,1939835,https://open.spotify.com/track/4IvenHmD0spfFDOKphoUDp
39,"That’s How You Feel",Drake,1911499,https://open.spotify.com/track/0SVsEdvot6vU4byv5yW0oj
40,"Ocean (feat. Khalid)","Martin Garrix",1910089,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
41,"Sin Pijama","Becky G",1773997,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
42,Nevermind,"Dennis Lloyd",1691728,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
43,"Psycho (feat. Ty Dolla $ign)","Post Malone",1673580,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
44,"Ratchet Happy Birthday",Drake,1651990,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy
45,"Born To Be Yours",Kygo,1579061,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
46,"Bed (feat. Ariana Grande)","Nicki Minaj",1556925,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
47,"rockstar (feat. 21 Savage)","Post Malone",1530937,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
48,Flames,"David Guetta",1514902,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
49,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1490080,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
50,FRIENDS,Marshmello,1463327,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
51,Rise,"Jonas Blue",1454585,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
52,2002,Anne-Marie,1437836,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
53,"March 14",Drake,1436827,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH
54,APESHIT,"The Carters",1430239,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
55,"Final Fantasy",Drake,1422704,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j
56,"Yes Indeed","Lil Baby",1309572,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
57,"Everybody Dies In Their Nightmares",XXXTENTACION,1255156,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
58,"lovely (with Khalid)","Billie Eilish",1239527,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
59,"The Middle",Zedd,1237644,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
60,"Me Niego",Reik,1231869,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
61,"Look Alive (feat. Drake)","BlocBoy JB",1227488,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
62,IDGAF,"Dua Lipa",1217210,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
63,"All Mine","Kanye West",1195123,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
64,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1172371,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
65,"Praise The Lord (Da Shine)","A$AP Rocky",1156803,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
66,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1143814,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
