,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,3287293,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1722508,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"Lucid Dreams","Juice WRLD",1624545,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
4,SAD!,XXXTENTACION,1350793,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"Taste (feat. Offset)",Tyga,1322985,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
6,"I Like It","Cardi B",1229685,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Nonstop,Drake,1222127,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
8,Moonlight,XXXTENTACION,1127949,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
9,"God is a woman","Ariana Grande",1063032,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
10,"Better Now","Post Malone",1026896,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"Girls Like You (feat. Cardi B)","Maroon 5",992404,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
12,"Nice For What",Drake,932817,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
13,"Yes Indeed","Lil Baby",912959,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
14,"Don’t Matter To Me (with Michael Jackson)",Drake,894716,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
15,"Eastside (with Halsey & Khalid)","benny blanco",893698,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
16,"God's Plan",Drake,823294,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
17,"I'm Upset",Drake,774798,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
18,Youngblood,"5 Seconds of Summer",740914,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"Psycho (feat. Ty Dolla $ign)","Post Malone",737661,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
20,"I Might Need Security","Chance the Rapper",701750,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
21,"Jocelyn Flores",XXXTENTACION,698579,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
22,"Jackie Chan",Tiësto,689905,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
23,changes,XXXTENTACION,661959,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
24,"Mob Ties",Drake,661158,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
25,"Summertime Magic","Childish Gambino",651745,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
26,"All Girls Are The Same","Juice WRLD",638937,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
27,"Look Alive (feat. Drake)","BlocBoy JB",617963,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
28,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,613631,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
29,Body,"Loud Luxury",602687,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
30,"Ocean (feat. Khalid)","Martin Garrix",577362,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
31,"rockstar (feat. 21 Savage)","Post Malone",569944,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
32,"Boo'd Up","Ella Mai",561718,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
33,Rise,"Jonas Blue",560171,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
34,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",558497,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
35,APESHIT,"The Carters",540564,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
36,"no tears left to cry","Ariana Grande",538845,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
37,"Praise The Lord (Da Shine)","A$AP Rocky",534210,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
38,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",516816,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
39,"One Kiss (with Dua Lipa)","Calvin Harris",503980,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
40,"lovely (with Khalid)","Billie Eilish",492325,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
41,"Solo (feat. Demi Lovato)","Clean Bandit",492078,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
42,"Ball For Me (feat. Nicki Minaj)","Post Malone",488273,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
43,"Bed (feat. Ariana Grande)","Nicki Minaj",486276,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
44,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,473036,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
45,"Plug Walk","Rich The Kid",470721,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
46,"Everybody Dies In Their Nightmares",XXXTENTACION,466775,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
