,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2586594,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Nice For What",Drake,1917413,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Better Now","Post Malone",1916847,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1637016,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"God's Plan",Drake,1353448,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,Paranoid,"Post Malone",1230536,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
7,"Look Alive (feat. Drake)","BlocBoy JB",1184302,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
8,Stay,"Post Malone",1177318,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
9,"rockstar (feat. 21 Savage)","Post Malone",1115473,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"I Like It","Cardi B",1095299,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,"Rich & Sad","Post Malone",1070300,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
12,"Spoil My Night (feat. Swae Lee)","Post Malone",1070119,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
13,"Ball For Me (feat. Nicki Minaj)","Post Malone",991222,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
14,"no tears left to cry","Ariana Grande",981289,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
15,KOD,"J. Cole",961078,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
16,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",956190,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
17,SAD!,XXXTENTACION,931748,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
18,"Plug Walk","Rich The Kid",927199,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
19,"Candy Paint","Post Malone",888785,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
20,"Over Now","Post Malone",867468,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
21,"Zack And Codeine","Post Malone",849392,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
22,"Walk It Talk It",Migos,829268,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
23,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",820438,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
24,"92 Explorer","Post Malone",814096,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
25,OTW,Khalid,807968,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
26,"Takin' Shots","Post Malone",786336,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
27,"Ric Flair Drip (& Metro Boomin)",Offset,783882,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
28,"Same Bitches (feat. G-Eazy & YG)","Post Malone",778823,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
29,JAPAN,"Famous Dex",773244,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
30,"Call Out My Name","The Weeknd",753868,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
31,"Freaky Friday (feat. Chris Brown)","Lil Dicky",737379,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
32,"Love Lies (with Normani)",Khalid,731700,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
33,"The Middle",Zedd,692028,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
34,Otherside,"Post Malone",668251,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
35,"One Kiss (with Dua Lipa)","Calvin Harris",657323,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
36,"I Fall Apart","Post Malone",643533,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
37,"Playinwitme (feat. Kehlani)",KYLE,635287,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
38,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",634007,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
39,"Blame It On Me","Post Malone",624507,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
