,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4399694,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"One Kiss (with Dua Lipa)","Calvin Harris",4321172,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"Nice For What",Drake,3737476,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"God's Plan",Drake,3311636,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5,"I Like It","Cardi B",3297304,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,"no tears left to cry","Ariana Grande",3280131,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7,"Te Boté - Remix","Nio Garcia",2990776,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
8,X,"Nicky Jam",2980488,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"This Is America","Childish Gambino",2932590,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
10,"Back To You","Selena Gomez",2823591,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
11,"Psycho (feat. Ty Dolla $ign)","Post Malone",2757741,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
12,FRIENDS,Marshmello,2559694,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
13,"I'm Upset",Drake,2531555,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
14,"Lucid Dreams","Juice WRLD",2463829,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
15,"Yes Indeed","Lil Baby",2317240,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,Youngblood,"5 Seconds of Summer",2302730,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
17,"rockstar (feat. 21 Savage)","Post Malone",2241882,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
18,"Solo (feat. Demi Lovato)","Clean Bandit",2134457,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
19,Nevermind,"Dennis Lloyd",2098749,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
20,Flames,"David Guetta",2097133,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
21,"Girls Like You (feat. Cardi B)","Maroon 5",2057927,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
22,"Love Lies (with Normani)",Khalid,2053969,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
23,"The Middle",Zedd,2027004,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
24,"In My Blood","Shawn Mendes",2022870,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
25,"Look Alive (feat. Drake)","BlocBoy JB",1952472,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
26,IDGAF,"Dua Lipa",1941513,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
27,"Youth feat. Khalid","Shawn Mendes",1898818,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
28,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1881816,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
29,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1775290,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
30,"Me Niego",Reik,1709721,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
31,2002,Anne-Marie,1697749,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
32,"lovely (with Khalid)","Billie Eilish",1679688,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
33,"Playinwitme (feat. Kehlani)",KYLE,1677574,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
34,"Sin Pijama","Becky G",1668168,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
35,"Call Out My Name","The Weeknd",1659675,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
36,"Praise The Lord (Da Shine)","A$AP Rocky",1657050,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
37,OTW,Khalid,1623974,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
38,"Remind Me to Forget",Kygo,1583248,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
39,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1549197,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
40,Havana,"Camila Cabello",1481730,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
41,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1450605,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
42,SAD!,XXXTENTACION,1425251,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
43,Paranoid,"Post Malone",1408986,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
44,"Taste (feat. Offset)",Tyga,1394111,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
45,"All The Stars (with SZA)","Kendrick Lamar",1391362,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
46,"New Rules","Dua Lipa",1384206,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
47,"FAKE LOVE",BTS,1383226,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
48,"Shape of You","Ed Sheeran",1370803,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
49,"Give Yourself A Try","The 1975",1369134,https://open.spotify.com/track/619pVMIK3WvX529JIkQTY3
50,"Walk It Talk It",Migos,1348626,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
51,Nervous,"Shawn Mendes",1306883,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
52,"Dura - Remix","Daddy Yankee",1289586,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
53,Mine,Bazzi,1276915,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
54,"Ball For Me (feat. Nicki Minaj)","Post Malone",1265589,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
55,"Jackie Chan",Tiësto,1243986,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
56,"Plug Walk","Rich The Kid",1238493,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
57,"La Player (Bandolera)","Zion & Lennox",1194832,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
58,"Ric Flair Drip (& Metro Boomin)",Offset,1177620,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
59,"Síguelo Bailando",Ozuna,1169963,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
60,TATI,6ix9ine,1150372,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
61,"Like I Do","David Guetta",1149487,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
62,"El Préstamo",Maluma,1144354,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
63,"All Girls Are The Same","Juice WRLD",1135861,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
64,Dura,"Daddy Yankee",1133329,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
65,Somebody,"The Chainsmokers",1102142,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
66,Familiar,"Liam Payne",1099589,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
67,"New Light","John Mayer",1083887,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
68,Perfect,"Ed Sheeran",1075482,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
69,"Spoil My Night (feat. Swae Lee)","Post Malone",1068243,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
70,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1066907,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
71,"Échame La Culpa","Luis Fonsi",1058046,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
72,"I Fall Apart","Post Malone",1046394,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
73,"Candy Paint","Post Malone",1044649,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
74,Stay,"Post Malone",1023129,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
75,"Madura (feat. Bad Bunny)",Cosculluela,1017662,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
76,"Por Perro","Sebastian Yatra",985512,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
77,Believer,"Imagine Dragons",968844,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
78,"La Cintura","Alvaro Soler",968448,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
79,JAPAN,"Famous Dex",962164,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
80,"Mad Love","Sean Paul",961868,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
81,"Rich & Sad","Post Malone",957037,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
82,"Te Amo","Piso 21",955079,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
83,"Bella - Remix",Wolfine,954805,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
