,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9318877,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Girls Like You (feat. Cardi B)","Maroon 5",3793868,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
3,"I Like It","Cardi B",3790490,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Lucid Dreams","Juice WRLD",3534106,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,"God is a woman","Ariana Grande",3477274,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
6,SAD!,XXXTENTACION,3426753,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"Taste (feat. Offset)",Tyga,3422029,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,"Solo (feat. Demi Lovato)","Clean Bandit",3343273,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,3274977,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
10,"One Kiss (with Dua Lipa)","Calvin Harris",3269274,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
11,"Better Now","Post Malone",3134925,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,Rise,"Jonas Blue",2967440,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
13,"Jackie Chan",Tiësto,2932807,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
14,"Don’t Matter To Me (with Michael Jackson)",Drake,2929588,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
15,Youngblood,"5 Seconds of Summer",2844816,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
16,Nonstop,Drake,2407276,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
17,Moonlight,XXXTENTACION,2398086,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
18,"Te Boté - Remix","Nio Garcia",2345017,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
19,"Eastside (with Halsey & Khalid)","benny blanco",2284748,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
20,"God's Plan",Drake,2274427,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
21,"Ocean (feat. Khalid)","Martin Garrix",2196163,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,"Nice For What",Drake,2150209,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
23,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2121134,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
24,Body,"Loud Luxury",2045385,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
