,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,2751467,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,Moonlight,XXXTENTACION,2090713,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
3,"Lucid Dreams","Juice WRLD",2011672,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
4,"Jocelyn Flores",XXXTENTACION,1790187,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
5,changes,XXXTENTACION,1544906,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
6,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1425260,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
7,"Better Now","Post Malone",1261541,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
8,"Yes Indeed","Lil Baby",1236789,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
9,"I Like It","Cardi B",1215704,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,"Everybody Dies In Their Nightmares",XXXTENTACION,1167974,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
11,"Girls Like You (feat. Cardi B)","Maroon 5",1162703,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
12,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1122746,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
13,"Nice For What",Drake,1094016,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
14,"I'm Upset",Drake,1091328,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
15,"All Mine","Kanye West",1032580,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"Taste (feat. Offset)",Tyga,1020517,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
17,"Psycho (feat. Ty Dolla $ign)","Post Malone",962659,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
18,Hope,XXXTENTACION,889849,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
19,"Look Alive (feat. Drake)","BlocBoy JB",864959,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
20,Youngblood,"5 Seconds of Summer",847945,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
21,"All Girls Are The Same","Juice WRLD",844890,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
22,"God's Plan",Drake,844329,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
23,NUMB,XXXTENTACION,837211,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
24,"Back To You","Selena Gomez",766946,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
25,"no tears left to cry","Ariana Grande",744203,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
26,"lovely (with Khalid)","Billie Eilish",725827,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
27,"Look At Me!",XXXTENTACION,717588,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
28,"Jackie Chan",Tiësto,703063,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
29,"rockstar (feat. 21 Savage)","Post Malone",695824,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
30,"Bed (feat. Ariana Grande)","Nicki Minaj",685760,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
31,"Ocean (feat. Khalid)","Martin Garrix",647972,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
32,"Praise The Lord (Da Shine)","A$AP Rocky",641625,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
33,"This Is America","Childish Gambino",633409,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
34,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",620009,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
35,Revenge,XXXTENTACION,619087,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
36,Reborn,"KIDS SEE GHOSTS",612594,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
37,"Ball For Me (feat. Nicki Minaj)","Post Malone",604850,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
38,"Carry On",XXXTENTACION,589752,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
39,"Plug Walk","Rich The Kid",588103,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
40,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",582222,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
41,"Ric Flair Drip (& Metro Boomin)",Offset,577960,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
42,"I Fall Apart","Post Malone",542626,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
43,"Walk It Talk It",Migos,540012,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
44,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",526671,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
45,OTW,Khalid,523835,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
46,"One Kiss (with Dua Lipa)","Calvin Harris",517451,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
47,JAPAN,"Famous Dex",514617,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
48,Yikes,"Kanye West",511808,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
49,"I Don't Wanna Do This Anymore",XXXTENTACION,490433,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
50,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",490047,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
51,"Depression & Obsession",XXXTENTACION,479058,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg
52,"Born To Be Yours",Kygo,464989,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
53,"Te Boté - Remix","Nio Garcia",464278,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
54,"Solo (feat. Demi Lovato)","Clean Bandit",463466,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
55,"Candy Paint","Post Malone",462212,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
56,"Start Again (feat. Logic)",OneRepublic,459959,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
57,"Love Lies (with Normani)",Khalid,458391,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
58,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",455744,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
59,Mine,Bazzi,448280,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
