,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2655720,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Better Now","Post Malone",2004921,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"Nice For What",Drake,1929676,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1671845,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"God's Plan",Drake,1353160,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,Paranoid,"Post Malone",1341245,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
7,Stay,"Post Malone",1257568,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
8,"Look Alive (feat. Drake)","BlocBoy JB",1157860,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
9,"Rich & Sad","Post Malone",1146215,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
10,"Spoil My Night (feat. Swae Lee)","Post Malone",1143010,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
11,"rockstar (feat. 21 Savage)","Post Malone",1124591,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
12,"I Like It","Cardi B",1104187,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1049673,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
14,"Ball For Me (feat. Nicki Minaj)","Post Malone",1043419,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
15,"no tears left to cry","Ariana Grande",1024153,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
16,SAD!,XXXTENTACION,994117,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
17,KOD,"J. Cole",987740,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
18,"Over Now","Post Malone",942792,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
19,"Zack And Codeine","Post Malone",929364,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
20,"Candy Paint","Post Malone",927226,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
21,"Plug Walk","Rich The Kid",911279,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
22,"92 Explorer","Post Malone",874585,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
23,"Takin' Shots","Post Malone",850365,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
24,"Same Bitches (feat. G-Eazy & YG)","Post Malone",843524,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
