,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1930619,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,SAD!,XXXTENTACION,1434299,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,"Better Now","Post Malone",1282263,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Yes Indeed","Lil Baby",1262645,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
5,"I Like It","Cardi B",1240191,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,"Girls Like You (feat. Cardi B)","Maroon 5",1154773,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,"Nice For What",Drake,1145168,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
8,"All Mine","Kanye West",1107433,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
9,"I'm Upset",Drake,1058288,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
10,"Taste (feat. Offset)",Tyga,976127,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,"Psycho (feat. Ty Dolla $ign)","Post Malone",970599,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
12,"Jocelyn Flores",XXXTENTACION,879287,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
13,Moonlight,XXXTENTACION,868381,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
14,Youngblood,"5 Seconds of Summer",861235,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"God's Plan",Drake,844834,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
16,"Look Alive (feat. Drake)","BlocBoy JB",809788,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
17,"All Girls Are The Same","Juice WRLD",794438,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
18,"Back To You","Selena Gomez",791313,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
19,"lovely (with Khalid)","Billie Eilish",727694,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
20,"no tears left to cry","Ariana Grande",720516,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
21,"rockstar (feat. 21 Savage)","Post Malone",687425,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
22,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,685263,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
23,Reborn,"KIDS SEE GHOSTS",681545,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
24,"Bed (feat. Ariana Grande)","Nicki Minaj",665715,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
25,"Praise The Lord (Da Shine)","A$AP Rocky",662813,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
26,"Jackie Chan",Tiësto,659196,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
27,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",655894,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
28,"This Is America","Childish Gambino",654476,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
29,changes,XXXTENTACION,648522,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
30,"Ocean (feat. Khalid)","Martin Garrix",630735,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
31,"Plug Walk","Rich The Kid",614347,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
32,"Ball For Me (feat. Nicki Minaj)","Post Malone",600129,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
33,Yikes,"Kanye West",582262,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
