,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,5696307,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Call Out My Name","The Weeknd",4501190,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",4150144,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,X,"Nicky Jam",3788698,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
5,FRIENDS,Marshmello,3612202,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,SAD!,XXXTENTACION,3177803,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3177572,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
8,IDGAF,"Dua Lipa",3104131,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"The Middle",Zedd,3007444,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
10,"Look Alive (feat. Drake)","BlocBoy JB",2931894,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
11,"Love Lies (with Normani)",Khalid,2874162,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
12,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2658501,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
13,Mine,Bazzi,2590563,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
14,"All The Stars (with SZA)","Kendrick Lamar",2589669,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
15,"One Kiss (with Dua Lipa)","Calvin Harris",2444145,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,rockstar,"Post Malone",2329484,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
17,"Wasted Times","The Weeknd",2259595,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
18,"In My Blood","Shawn Mendes",2259331,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
19,"Plug Walk","Rich The Kid",2205599,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
20,"Try Me","The Weeknd",2198466,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
21,Dura,"Daddy Yankee",2192449,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
22,Havana,"Camila Cabello",2122660,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
23,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2100473,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
24,"Me Niego",Reik,1958756,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
25,"Walk It Talk It",Migos,1806390,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
26,"Like I Do","David Guetta",1766380,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
27,"Never Be the Same","Camila Cabello",1761494,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
28,Delicate,"Taylor Swift",1754912,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
29,"Drip (feat. Migos)","Cardi B",1696560,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
30,"Pray For Me (with Kendrick Lamar)","The Weeknd",1685265,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
31,"New Rules","Dua Lipa",1652142,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
32,"Échame La Culpa","Luis Fonsi",1626591,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
