,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4126025,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"All Mine","Kanye West",4059684,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,"One Kiss (with Dua Lipa)","Calvin Harris",3874499,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Ghost Town","Kanye West",3401746,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
5,Yikes,"Kanye West",3230986,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
6,"Nice For What",Drake,3201680,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7,"I Like It","Cardi B",3095029,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,"no tears left to cry","Ariana Grande",3006353,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
9,"God's Plan",Drake,2811830,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
10,"Back To You","Selena Gomez",2781554,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
11,"Lucid Dreams","Juice WRLD",2624744,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
12,"Te Boté - Remix","Nio Garcia",2553021,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
13,"This Is America","Childish Gambino",2506387,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
14,"Psycho (feat. Ty Dolla $ign)","Post Malone",2489285,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
15,"Wouldn't Leave","Kanye West",2486457,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
16,X,"Nicky Jam",2473279,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
17,Youngblood,"5 Seconds of Summer",2367001,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
18,"Violent Crimes","Kanye West",2339502,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
19,FRIENDS,Marshmello,2264221,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
20,"I Thought About Killing You","Kanye West",2216407,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
21,"Girls Like You (feat. Cardi B)","Maroon 5",2189044,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
22,"Solo (feat. Demi Lovato)","Clean Bandit",2187352,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
23,"No Mistakes","Kanye West",2139106,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
24,"Yes Indeed","Lil Baby",2068767,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
25,"rockstar (feat. 21 Savage)","Post Malone",1987406,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
26,Nevermind,"Dennis Lloyd",1958675,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
27,Flames,"David Guetta",1925844,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
28,"Love Lies (with Normani)",Khalid,1860838,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
29,"In My Blood","Shawn Mendes",1776576,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
30,"lovely (with Khalid)","Billie Eilish",1761329,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
31,"The Middle",Zedd,1761277,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
32,IDGAF,"Dua Lipa",1727446,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
33,"I'm Upset",Drake,1716499,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
34,2002,Anne-Marie,1688283,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
35,"Look Alive (feat. Drake)","BlocBoy JB",1683553,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
36,"Youth feat. Khalid","Shawn Mendes",1676981,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
37,"Taste (feat. Offset)",Tyga,1594813,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
38,"Playinwitme (feat. Kehlani)",KYLE,1586896,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
39,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1571112,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
40,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1568948,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
41,"Call Out My Name","The Weeknd",1543765,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
42,OTW,Khalid,1535717,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
43,"Sin Pijama","Becky G",1464770,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
44,"Me Niego",Reik,1446346,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
45,"Praise The Lord (Da Shine)","A$AP Rocky",1433227,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
46,"Remind Me to Forget",Kygo,1429418,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
47,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1419744,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
