,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2038482,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Nice For What",Drake,1782239,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Better Now","Post Malone",1623381,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1400869,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"Yes Indeed","Lil Baby",1266393,https://open.spotify.com/track/1wsf1YFQSYND45y0GzJmf7
6,"God's Plan",Drake,1239641,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"Look Alive (feat. Drake)","BlocBoy JB",1155468,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
8,Paranoid,"Post Malone",1024333,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
9,"I Like It","Cardi B",982421,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,"rockstar (feat. 21 Savage)","Post Malone",959115,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
11,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",916277,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
12,"Spoil My Night (feat. Swae Lee)","Post Malone",907213,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
13,"no tears left to cry","Ariana Grande",888835,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
14,Stay,"Post Malone",881827,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
15,"Plug Walk","Rich The Kid",862387,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
16,"Rich & Sad","Post Malone",858230,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
17,"Walk It Talk It",Migos,834588,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
18,"Ball For Me (feat. Nicki Minaj)","Post Malone",813494,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
19,SAD!,XXXTENTACION,811494,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
20,KOD,"J. Cole",810057,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
21,OTW,Khalid,793681,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
22,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",772048,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
