,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,1663687,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"This Is America","Childish Gambino",1637980,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
3,"Yes Indeed","Lil Baby",1446001,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
4,"Better Now","Post Malone",1399776,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"God's Plan",Drake,1259683,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,"Psycho (feat. Ty Dolla $ign)","Post Malone",1245343,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
7,"Look Alive (feat. Drake)","BlocBoy JB",1072468,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
8,"I Like It","Cardi B",1047026,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"rockstar (feat. 21 Savage)","Post Malone",865127,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"Walk It Talk It",Migos,842320,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
11,Paranoid,"Post Malone",831087,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
12,"Ball For Me (feat. Nicki Minaj)","Post Malone",809113,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
13,"Plug Walk","Rich The Kid",785912,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
14,SAD!,XXXTENTACION,751740,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",727135,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
16,"Ric Flair Drip (& Metro Boomin)",Offset,712574,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
17,"Spoil My Night (feat. Swae Lee)","Post Malone",706960,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
18,"Lucid Dreams","Juice WRLD",702348,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh
19,"Rich & Sad","Post Malone",686053,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
20,Stay,"Post Malone",685730,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
21,"Playinwitme (feat. Kehlani)",KYLE,682066,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
22,"no tears left to cry","Ariana Grande",675754,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
23,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",675288,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
24,KOD,"J. Cole",663563,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
25,JAPAN,"Famous Dex",654877,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
26,"FAKE LOVE",BTS,648189,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
27,OTW,Khalid,642195,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
28,"Freaky Friday (feat. Chris Brown)","Lil Dicky",635034,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
29,"Candy Paint","Post Malone",616590,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
30,"Call Out My Name","The Weeknd",607977,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
31,"Love Lies (with Normani)",Khalid,586683,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
32,"The Middle",Zedd,569709,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
33,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",568273,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
34,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",566945,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
35,"One Kiss (with Dua Lipa)","Calvin Harris",564938,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
36,"I Fall Apart","Post Malone",550879,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
37,"Back To You","Selena Gomez",539682,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
38,"Over Now","Post Malone",535639,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
39,"Zack And Codeine","Post Malone",526992,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
40,"92 Explorer","Post Malone",519605,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
41,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",510764,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
42,Mine,Bazzi,494172,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
43,"All The Stars (with SZA)","Kendrick Lamar",492844,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
44,"Takin' Shots","Post Malone",490604,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
45,"Same Bitches (feat. G-Eazy & YG)","Post Malone",481555,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
46,"All Girls Are The Same","Juice WRLD",481277,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
47,FRIENDS,Marshmello,470196,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
48,"Stir Fry",Migos,467045,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
49,"Te Boté - Remix","Nio Garcia",460323,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
50,"Be Careful","Cardi B",449355,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
51,"XO TOUR Llif3","Lil Uzi Vert",447300,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
52,Youngblood,"5 Seconds of Summer",443349,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
53,Moonlight,XXXTENTACION,426828,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
54,"Sangria Wine","Pharrell Williams",418163,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
55,"Champion (feat. Travis Scott)",NAV,403759,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
56,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",402976,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
57,Otherside,"Post Malone",396675,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
58,"Kevin’s Heart","J. Cole",387785,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
59,"Red Roses (feat. Landon Cube)","Lil Skies",384341,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
60,Congratulations,"Post Malone",380431,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
61,Esskeetit,"Lil Pump",378641,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
62,HUMBLE.,"Kendrick Lamar",375929,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
63,Heaven,"Kane Brown",371966,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
64,"Youth (feat. Khalid)","Shawn Mendes",364910,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
65,"lovely (with Khalid)","Billie Eilish",364366,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
66,ATM,"J. Cole",364101,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
67,"Wanted You (feat. Lil Uzi Vert)",NAV,361423,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
68,"Blame It On Me","Post Malone",356997,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
69,Chun-Li,"Nicki Minaj",351073,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
70,1942,G-Eazy,348011,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
71,"The Truth Untold",BTS,347570,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
72,"Solo (feat. Demi Lovato)","Clean Bandit",344108,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
73,"Jocelyn Flores",XXXTENTACION,335906,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
74,"Young Dumb & Broke",Khalid,335651,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
75,"Bank Account","21 Savage",335300,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
76,"Sugar Wraith","Post Malone",334861,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
77,goosebumps,"Travis Scott",334100,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
78,Motiv8,"J. Cole",332733,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
79,Somebody,"The Chainsmokers",330609,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
80,"Change Lanes","Kevin Gates",329495,https://open.spotify.com/track/59XHPyb0MTMElZpkG0Wp69
81,"Nowadays (feat. Landon Cube)","Lil Skies",327635,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
82,"In My Blood","Shawn Mendes",326878,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
83,Havana,"Camila Cabello",324153,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
84,X,"Nicky Jam",322445,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
85,"Outside Today","YoungBoy Never Broke Again",321923,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
86,"Pray For Me (with Kendrick Lamar)","The Weeknd",318881,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
87,"You Make It Easy","Jason Aldean",316974,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
88,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",315454,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
89,"Plain Jane","A$AP Ferg",308499,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
90,"Airplane pt.2",BTS,308127,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
91,Lust,"Lil Skies",306565,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
92,"Bounce Out With That","YBN Nahmir",304682,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
93,"1985 - Intro to “The Fall Off”","J. Cole",302124,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
94,"Bartier Cardi (feat. 21 Savage)","Cardi B",301731,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
95,Location,Khalid,301329,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
96,Nevermind,"Dennis Lloyd",300593,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
97,"Bodak Yellow","Cardi B",300567,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
98,changes,XXXTENTACION,297218,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
99,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,296724,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
100,Everyday,Logic,296159,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
101,"LOVE. FEAT. ZACARI.","Kendrick Lamar",294734,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
102,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",291958,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
103,"Drip (feat. Migos)","Cardi B",291604,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
104,Paradise,BTS,288782,https://open.spotify.com/track/01dmH2IPkrLNWIMPNXlreE
105,Redbone,"Childish Gambino",287058,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
106,"BUTTERFLY EFFECT","Travis Scott",286863,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
107,Betrayed,"Lil Xan",284524,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
108,"Done For Me (feat. Kehlani)","Charlie Puth",283832,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
109,MotorSport,Migos,283284,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
110,"Never Be the Same","Camila Cabello",281807,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
111,134340,BTS,281621,https://open.spotify.com/track/38td8VabuKlQt72Q2VnhbO
112,"Faith (feat. Quavo)",NAV,281260,https://open.spotify.com/track/3NelcGZ46JmV9LqOD1pnxA
113,"Marry Me","Thomas Rhett",280881,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
114,"Love Maze",BTS,279361,https://open.spotify.com/track/645YBsxhFPSOKxGep3uHLv
115,Anpanman,BTS,277455,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
116,Tequila,"Dan + Shay",276729,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
117,Thunder,"Imagine Dragons",276553,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
118,"Taste (feat. Offset)",Tyga,275726,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
119,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",275188,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
120,"No Limit",G-Eazy,275161,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
