,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,4393950,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Lucid Dreams","Juice WRLD",1828853,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
3,Nonstop,Drake,1753002,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
4,"God is a woman","Ariana Grande",1528413,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
5,SAD!,XXXTENTACION,1470232,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,"Don’t Matter To Me",Drake,1391278,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
7,"Taste (feat. Offset)",Tyga,1338654,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,"I Like It","Cardi B",1291671,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Girls Like You (feat. Cardi B)","Maroon 5",1203834,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
10,Moonlight,XXXTENTACION,1196148,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
11,"Nice For What",Drake,1143958,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
12,"Better Now","Post Malone",1114146,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,"Yes Indeed","Lil Baby",1027624,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
14,"I'm Upset",Drake,1025295,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
15,"Summertime Magic","Childish Gambino",1012574,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
16,"God's Plan",Drake,972286,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,"Mob Ties",Drake,842838,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
18,Youngblood,"5 Seconds of Summer",818715,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"Jackie Chan",Tiësto,793059,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
