,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,1916407,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,"Lucid Dreams","Juice WRLD",1821579,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,Moonlight,XXXTENTACION,1569800,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,"Jocelyn Flores",XXXTENTACION,1194146,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
5,"I Like It","Cardi B",1191293,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,"Better Now","Post Malone",1091193,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7,"Yes Indeed","Lil Baby",1037692,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
8,changes,XXXTENTACION,1024964,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
9,"Nice For What",Drake,1024819,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
10,"Girls Like You (feat. Cardi B)","Maroon 5",995501,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,"Taste (feat. Offset)",Tyga,981660,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
12,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,963480,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
13,"I'm Upset",Drake,871702,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
14,"Psycho (feat. Ty Dolla $ign)","Post Malone",867312,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
15,"All Mine","Kanye West",825072,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"All Girls Are The Same","Juice WRLD",782991,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,"God's Plan",Drake,771929,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
18,"Look Alive (feat. Drake)","BlocBoy JB",767428,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
19,"Everybody Dies In Their Nightmares",XXXTENTACION,760444,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
20,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,718191,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
21,"Back To You","Selena Gomez",666806,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
22,Youngblood,"5 Seconds of Summer",650966,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
23,"no tears left to cry","Ariana Grande",638757,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
24,"Jackie Chan",Tiësto,632344,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
25,"rockstar (feat. 21 Savage)","Post Malone",626294,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
26,"Bed (feat. Ariana Grande)","Nicki Minaj",621112,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
27,Hope,XXXTENTACION,618316,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
28,"Ocean (feat. Khalid)","Martin Garrix",586972,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
29,"Look At Me!",XXXTENTACION,555010,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
30,"lovely (with Khalid)","Billie Eilish",550494,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
31,"This Is America","Childish Gambino",538551,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
32,"Plug Walk","Rich The Kid",536422,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
33,"Ball For Me (feat. Nicki Minaj)","Post Malone",533606,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
34,NUMB,XXXTENTACION,533107,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
35,"Ric Flair Drip (& Metro Boomin)",Offset,526078,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
36,"Praise The Lord (Da Shine)","A$AP Rocky",512172,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
37,"Walk It Talk It",Migos,509152,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
38,"One Kiss (with Dua Lipa)","Calvin Harris",484324,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
39,"I Fall Apart","Post Malone",479321,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
40,JAPAN,"Famous Dex",476130,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
41,OTW,Khalid,464787,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
42,"Te Boté - Remix","Nio Garcia",453726,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
43,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",444292,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
44,"High Hopes","Panic! At The Disco",441481,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
45,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",436628,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
46,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",436569,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
