,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1792438,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"All Mine","Kanye West",1657806,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,"Nice For What",Drake,1493779,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"Better Now","Post Malone",1441857,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"Yes Indeed","Lil Baby",1425670,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
6,"I Like It","Cardi B",1325683,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,"Ghost Town","Kanye West",1248939,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
8,Yikes,"Kanye West",1168515,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",1156714,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"God's Plan",Drake,1064022,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
11,"Girls Like You (feat. Cardi B)","Maroon 5",1054582,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
12,"I'm Upset",Drake,1038107,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
13,"This Is America","Childish Gambino",1033431,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
14,"Look Alive (feat. Drake)","BlocBoy JB",947154,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Taste (feat. Offset)",Tyga,882261,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
16,"Back To You","Selena Gomez",877343,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
17,"All Girls Are The Same","Juice WRLD",846301,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
18,"rockstar (feat. 21 Savage)","Post Malone",815115,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
19,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",798371,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
20,"Praise The Lord (Da Shine)","A$AP Rocky",789654,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
21,"4th Dimension","KIDS SEE GHOSTS",763733,https://open.spotify.com/track/5cQMfg4AEejKUfNA44ZGep
22,"Violent Crimes","Kanye West",759394,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
23,"Wouldn't Leave","Kanye West",744884,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
24,SAD!,XXXTENTACION,742295,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"no tears left to cry","Ariana Grande",740661,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
26,"Plug Walk","Rich The Kid",736790,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
27,"Cudi Montage","KIDS SEE GHOSTS",720071,https://open.spotify.com/track/4ffyvGU97UkoUkHEOPzPZT
28,"lovely (with Khalid)","Billie Eilish",711169,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
29,"Kids See Ghosts","KIDS SEE GHOSTS",702097,https://open.spotify.com/track/0ORk2pZ1dogkyfcdFfFKt8
30,"Feel The Love","KIDS SEE GHOSTS",695702,https://open.spotify.com/track/10lgpgAGhQBv0WqcrzGM7D
31,"Ric Flair Drip (& Metro Boomin)",Offset,693792,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
32,"Ball For Me (feat. Nicki Minaj)","Post Malone",689000,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
33,"Playinwitme (feat. Kehlani)",KYLE,686870,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
34,Youngblood,"5 Seconds of Summer",673381,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
35,"I Thought About Killing You","Kanye West",641577,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
36,"Walk It Talk It",Migos,637108,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
37,OTW,Khalid,637025,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
38,"Love Lies (with Normani)",Khalid,616000,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
39,"No Mistakes","Kanye West",612446,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
40,"I Fall Apart","Post Malone",612161,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
41,Paranoid,"Post Malone",606561,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
42,JAPAN,"Famous Dex",598836,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
43,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",593882,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
44,"Spoil My Night (feat. Swae Lee)","Post Malone",593111,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
45,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",587528,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
46,"Candy Paint","Post Malone",578966,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
47,"One Kiss (with Dua Lipa)","Calvin Harris",577496,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
48,"Call Out My Name","The Weeknd",566669,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
49,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",557710,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
50,"Rich & Sad","Post Malone",546326,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
51,"Te Boté - Remix","Nio Garcia",541483,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
52,Stay,"Post Malone",541447,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
53,Fire,"KIDS SEE GHOSTS",529805,https://open.spotify.com/track/1Sibh8cVXp5DPC0hRjKiim
54,KOD,"J. Cole",521955,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
55,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",517430,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
56,Reborn,"KIDS SEE GHOSTS",494588,https://open.spotify.com/track/2Cbm6GtXnMurwRhvefK7sp
57,"Solo (feat. Demi Lovato)","Clean Bandit",494081,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
58,"The Middle",Zedd,475488,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
59,Mine,Bazzi,473816,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
60,"Freaky Friday (feat. Chris Brown)","Lil Dicky",472146,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
61,TATI,6ix9ine,460917,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
62,"All The Stars (with SZA)","Kendrick Lamar",457518,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
63,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",457161,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
64,"New Light","John Mayer",454971,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
65,"Champion (feat. Travis Scott)",NAV,437135,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
66,"Youth feat. Khalid","Shawn Mendes",429948,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
67,FRIENDS,Marshmello,427298,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
68,"XO TOUR Llif3","Lil Uzi Vert",423119,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
69,"In My Blood","Shawn Mendes",421278,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
70,"92 Explorer","Post Malone",414927,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
71,"Jackie Chan",Tiësto,412928,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
72,"Over Now","Post Malone",411985,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
73,"Stir Fry",Migos,411166,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
74,Congratulations,"Post Malone",402912,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
75,Somebody,"The Chainsmokers",393271,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
76,"Be Careful","Cardi B",392879,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
77,Moonlight,XXXTENTACION,391018,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
78,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",390455,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
79,HUMBLE.,"Kendrick Lamar",379571,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
80,Chun-Li,"Nicki Minaj",377042,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
81,"Red Roses (feat. Landon Cube)","Lil Skies",376113,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
82,"Midsummer Madness",88rising,375118,https://open.spotify.com/track/0wFmawqundY8rOn9sZUqA6
83,"Zack And Codeine","Post Malone",374409,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
