,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5965375,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"God's Plan",Drake,5045669,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Call Out My Name","The Weeknd",4036484,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
4,"One Kiss (with Dua Lipa)","Calvin Harris",3969763,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",3945030,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6,FRIENDS,Marshmello,3547210,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,X,"Nicky Jam",3512500,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,"I Like It","Cardi B",3396417,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3356248,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
10,"The Middle",Zedd,2968714,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,"Love Lies (with Normani)",Khalid,2897705,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
12,IDGAF,"Dua Lipa",2869371,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
13,"Look Alive (feat. Drake)","BlocBoy JB",2800958,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
14,SAD!,XXXTENTACION,2793084,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2488023,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
16,"All The Stars (with SZA)","Kendrick Lamar",2377321,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
17,Mine,Bazzi,2373251,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
18,Nevermind,"Dennis Lloyd",2161798,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
19,"Walk It Talk It",Migos,2129343,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
20,"In My Blood","Shawn Mendes",2107672,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
21,rockstar,"Post Malone",2103416,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
22,"Plug Walk","Rich The Kid",2088418,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
23,Dura,"Daddy Yankee",2065857,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
24,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1908624,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
25,"Like I Do","David Guetta",1905721,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
26,"Be Careful","Cardi B",1897396,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
27,"Me Niego",Reik,1884906,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
28,Havana,"Camila Cabello",1838511,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
29,"Let Me",ZAYN,1814682,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
30,"Remind Me to Forget",Kygo,1799443,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
31,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1643649,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
32,JAPAN,"Famous Dex",1605747,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
33,Delicate,"Taylor Swift",1596304,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
34,"Say Something","Justin Timberlake",1588706,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
35,"Mad Love","Sean Paul",1538176,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
36,"Wasted Times","The Weeknd",1513973,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
37,"New Rules","Dua Lipa",1513485,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
38,"Ric Flair Drip (& Metro Boomin)",Offset,1496072,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
39,Bella,Wolfine,1485398,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
40,"Échame La Culpa","Luis Fonsi",1480869,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
41,Flames,"David Guetta",1468150,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
42,"Powerglide (feat. Juicy J)","Rae Sremmurd",1443278,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
43,"Shape of You","Ed Sheeran",1438835,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
44,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1395590,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
45,"I Fall Apart","Post Malone",1385351,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
46,Moonlight,XXXTENTACION,1382349,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
47,Esskeetit,"Lil Pump",1379095,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
48,"Never Be the Same","Camila Cabello",1348078,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
49,"Síguelo Bailando",Ozuna,1344562,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
50,Perfect,"Ed Sheeran",1344160,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
51,"Playinwitme (feat. Kehlani)",KYLE,1331894,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
52,"Barbie Tingz","Nicki Minaj",1253554,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
53,"El Préstamo",Maluma,1221655,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
54,Wolves,"Selena Gomez",1197832,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
55,"Te Boté - Remix","Nio Garcia",1196091,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
56,Everyday,Logic,1179715,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
57,"Try Me","The Weeknd",1177034,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
58,1950,"King Princess",1173809,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
59,"Pray For Me (with Kendrick Lamar)","The Weeknd",1157942,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
60,"Feel It Still","Portugal. The Man",1118995,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
61,"River (feat. Ed Sheeran)",Eminem,1117736,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
62,"Lemon - Drake Remix",N.E.R.D,1109001,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
63,Chun-Li,"Nicki Minaj",1084249,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
64,"Stir Fry",Migos,1080205,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
65,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1077667,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
66,Criminal,"Natti Natasha",1064722,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
67,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1054143,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
68,Amorfoda,"Bad Bunny",1048369,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
69,Thunder,"Imagine Dragons",1045910,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
70,"I Wanna Know (feat. Bea Miller)",NOTD,1039813,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
71,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1015294,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
72,Downtown,Anitta,1013080,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
73,"XO TOUR Llif3","Lil Uzi Vert",1009193,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
74,"Too Good At Goodbyes","Sam Smith",1008160,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
75,"Bartier Cardi (feat. 21 Savage)","Cardi B",1001943,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
76,Corazón,Maluma,997841,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
77,"I Do (feat. SZA)","Cardi B",997730,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
78,"Bodak Yellow","Cardi B",995844,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
79,"Let You Down",NF,990487,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
80,HUMBLE.,"Kendrick Lamar",984349,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
81,Dembow,"Danny Ocean",980890,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
82,Believer,"Imagine Dragons",975086,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
83,"Drip (feat. Migos)","Cardi B",973856,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
84,"La Player (Bandolera)","Zion & Lennox",950105,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
85,Congratulations,"Post Malone",943969,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
86,"Sick Boy","The Chainsmokers",937535,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
87,Silence,Marshmello,923283,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
88,"EL BAÑO","Enrique Iglesias",906188,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
89,Breathe,"Jax Jones",903147,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
90,"Jocelyn Flores",XXXTENTACION,901860,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
91,"Te Amo","Piso 21",898438,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
92,changes,XXXTENTACION,890243,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
93,"Lost In Japan","Shawn Mendes",888995,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
