,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1803683,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"All Mine","Kanye West",1752563,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,"Ghost Town","Kanye West",1489701,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
4,"Nice For What",Drake,1474450,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,Yikes,"Kanye West",1422532,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
6,"Yes Indeed","Lil Baby",1412688,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
7,"Better Now","Post Malone",1369658,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
8,"I Like It","Cardi B",1253886,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",1115795,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"This Is America","Childish Gambino",1063849,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
11,"God's Plan",Drake,1033595,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
12,"Wouldn't Leave","Kanye West",966302,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
13,"Violent Crimes","Kanye West",961351,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
14,"Look Alive (feat. Drake)","BlocBoy JB",919348,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"I'm Upset",Drake,907557,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
16,"All Girls Are The Same","Juice WRLD",864141,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,"Taste (feat. Offset)",Tyga,856491,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
18,"Girls Like You (feat. Cardi B)","Maroon 5",852743,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
19,"Back To You","Selena Gomez",822939,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
20,"I Thought About Killing You","Kanye West",806385,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
21,"No Mistakes","Kanye West",803858,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
22,"rockstar (feat. 21 Savage)","Post Malone",786401,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
23,"Praise The Lord (Da Shine)","A$AP Rocky",755762,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
24,SAD!,XXXTENTACION,735261,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"Plug Walk","Rich The Kid",725959,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
26,Youngblood,"5 Seconds of Summer",707027,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
27,"lovely (with Khalid)","Billie Eilish",706392,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
28,"no tears left to cry","Ariana Grande",702437,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
29,"Playinwitme (feat. Kehlani)",KYLE,700968,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
30,"Ric Flair Drip (& Metro Boomin)",Offset,691296,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
31,"Ball For Me (feat. Nicki Minaj)","Post Malone",681967,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
32,OTW,Khalid,660099,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
33,Paranoid,"Post Malone",637704,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
34,"Love Lies (with Normani)",Khalid,623217,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
35,"Walk It Talk It",Migos,622143,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
36,"Spoil My Night (feat. Swae Lee)","Post Malone",597646,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
37,JAPAN,"Famous Dex",592825,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
38,"I Fall Apart","Post Malone",592624,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
39,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",585788,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
40,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",577109,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
41,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",573587,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
42,"One Kiss (with Dua Lipa)","Calvin Harris",570213,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
43,"Candy Paint","Post Malone",566609,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
44,"Call Out My Name","The Weeknd",559729,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
45,Stay,"Post Malone",553965,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
46,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",547141,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
47,"Rich & Sad","Post Malone",544555,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
48,"New Light","John Mayer",540782,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
49,KOD,"J. Cole",522937,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
50,"Te Boté - Remix","Nio Garcia",508642,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
51,"Solo (feat. Demi Lovato)","Clean Bandit",505159,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
52,TATI,6ix9ine,477896,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
53,"The Middle",Zedd,469553,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
54,"All The Stars (with SZA)","Kendrick Lamar",469218,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
55,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",458253,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
56,Mine,Bazzi,456960,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
57,"In My Blood","Shawn Mendes",454729,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
58,"Freaky Friday (feat. Chris Brown)","Lil Dicky",449495,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
59,"Youth feat. Khalid","Shawn Mendes",445765,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
60,"Champion (feat. Travis Scott)",NAV,443366,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
61,"XO TOUR Llif3","Lil Uzi Vert",422044,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
62,FRIENDS,Marshmello,419327,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
63,"92 Explorer","Post Malone",414168,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
64,"Over Now","Post Malone",411683,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
65,"Stir Fry",Migos,398156,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
66,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",395299,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
67,"Jackie Chan",Tiësto,391602,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
68,Heaven,"Kane Brown",390686,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
