,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1622080,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"All Mine","Kanye West",1280337,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,"Nice For What",Drake,1258802,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"Yes Indeed","Lil Baby",1230194,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
5,"Better Now","Post Malone",1222030,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,"I Like It","Cardi B",1155527,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Reborn,"KIDS SEE GHOSTS",1129686,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
8,"Psycho (feat. Ty Dolla $ign)","Post Malone",988037,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
9,"God's Plan",Drake,928923,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
10,"Girls Like You (feat. Cardi B)","Maroon 5",896479,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
11,"Feel The Love","KIDS SEE GHOSTS",895160,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
12,"4th Dimension","KIDS SEE GHOSTS",881326,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
13,"I'm Upset",Drake,866236,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
14,"This Is America","Childish Gambino",834565,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
15,"Look Alive (feat. Drake)","BlocBoy JB",810774,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
16,"Ghost Town","Kanye West",793763,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
17,Yikes,"Kanye West",789164,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
18,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",787360,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
19,"Taste (feat. Offset)",Tyga,777507,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
20,"All Girls Are The Same","Juice WRLD",753747,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
21,Fire,"KIDS SEE GHOSTS",747153,https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
22,"Back To You","Selena Gomez",722634,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
23,"Praise The Lord (Da Shine)","A$AP Rocky",712712,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
24,"rockstar (feat. 21 Savage)","Post Malone",711277,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
25,"Cudi Montage","KIDS SEE GHOSTS",696570,https://open.spotify.com/track/4kUZvXB3LC3an3HX6h0s17
26,"Kids See Ghosts","KIDS SEE GHOSTS",694709,https://open.spotify.com/track/2I3dW2dCBZAJGj5X21E53k
27,SAD!,XXXTENTACION,660947,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
28,"no tears left to cry","Ariana Grande",633069,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
29,"Plug Walk","Rich The Kid",628324,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
30,"lovely (with Khalid)","Billie Eilish",617022,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
31,"Ric Flair Drip (& Metro Boomin)",Offset,598309,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
32,Youngblood,"5 Seconds of Summer",585015,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
33,"Playinwitme (feat. Kehlani)",KYLE,574330,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
34,"Walk It Talk It",Migos,573503,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
35,"Ball For Me (feat. Nicki Minaj)","Post Malone",569131,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
36,"I Fall Apart","Post Malone",537839,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
37,OTW,Khalid,530885,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
38,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",514628,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
39,"Love Lies (with Normani)",Khalid,506435,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
40,"Spoil My Night (feat. Swae Lee)","Post Malone",505511,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
41,JAPAN,"Famous Dex",497376,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
42,"Candy Paint","Post Malone",494321,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
43,"One Kiss (with Dua Lipa)","Calvin Harris",493884,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
44,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",484208,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
45,Paranoid,"Post Malone",482823,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
46,"Violent Crimes","Kanye West",481796,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
47,"Call Out My Name","The Weeknd",475462,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
48,"Te Boté - Remix","Nio Garcia",473714,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
49,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",467668,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
50,"Wouldn't Leave","Kanye West",451223,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
51,"Rich & Sad","Post Malone",443634,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
52,Stay,"Post Malone",433176,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
53,"Solo (feat. Demi Lovato)","Clean Bandit",414651,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
54,KOD,"J. Cole",411795,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
55,Mine,Bazzi,409016,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
56,"Freaky Friday (feat. Chris Brown)","Lil Dicky",401714,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
57,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",397871,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
58,"Champion (feat. Travis Scott)",NAV,395661,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
59,"The Middle",Zedd,395216,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
60,"All The Stars (with SZA)","Kendrick Lamar",385974,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
61,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",383312,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
62,"XO TOUR Llif3","Lil Uzi Vert",380563,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
63,FRIENDS,Marshmello,373831,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
64,"I Thought About Killing You","Kanye West",371372,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
65,TATI,6ix9ine,371355,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
66,"Stir Fry",Migos,359806,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
67,Moonlight,XXXTENTACION,356350,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
68,"No Mistakes","Kanye West",355066,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
69,"92 Explorer","Post Malone",352258,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
70,Congratulations,"Post Malone",348994,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
71,"Jackie Chan",Tiësto,347664,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
72,Somebody,"The Chainsmokers",345793,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
73,"Youth feat. Khalid","Shawn Mendes",343333,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
74,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",342253,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
75,"Over Now","Post Malone",336021,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
76,"New Light","John Mayer",335914,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
77,"In My Blood","Shawn Mendes",328255,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
78,"Be Careful","Cardi B",327498,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
79,Esskeetit,"Lil Pump",327450,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
80,"Red Roses (feat. Landon Cube)","Lil Skies",326693,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
81,HUMBLE.,"Kendrick Lamar",321142,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
82,"Zack And Codeine","Post Malone",309214,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
83,"Boo'd Up","Ella Mai",307520,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
84,Lust,"Lil Skies",306099,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
85,"Jocelyn Flores",XXXTENTACION,300535,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
86,Chun-Li,"Nicki Minaj",300361,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
87,Simple,"Florida Georgia Line",296684,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
88,goosebumps,"Travis Scott",295801,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
89,"Young Dumb & Broke",Khalid,295679,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
90,Heaven,"Kane Brown",295087,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
91,"Bank Account","21 Savage",293449,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
92,2002,Anne-Marie,291158,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
93,"Takin' Shots","Post Malone",290781,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
94,"Same Bitches (feat. G-Eazy & YG)","Post Malone",290646,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
95,X,"Nicky Jam",290101,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
96,"Nowadays (feat. Landon Cube)","Lil Skies",287091,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
97,Havana,"Camila Cabello",284666,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
98,"Life Goes On","Lil Baby",283295,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
99,Location,Khalid,274585,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
100,"Plain Jane","A$AP Ferg",271526,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
101,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,271047,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
102,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,267407,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
103,"FAKE LOVE",BTS,262501,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
104,"Outside Today","YoungBoy Never Broke Again",262126,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
105,"Bounce Out With That","YBN Nahmir",261075,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
106,"Lean Wit Me","Juice WRLD",260646,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
107,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,259116,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
108,1942,G-Eazy,259030,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
109,Nevermind,"Dennis Lloyd",258508,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
110,Tequila,"Dan + Shay",257515,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
111,"Bodak Yellow","Cardi B",257455,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
112,Everyday,Logic,254399,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
113,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",253966,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
114,"Bartier Cardi (feat. 21 Savage)","Cardi B",253622,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
115,"LOVE. FEAT. ZACARI.","Kendrick Lamar",253194,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
116,Betrayed,"Lil Xan",252317,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
117,"Audio - with Sia, Diplo & Labrinth",Sia,248584,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
118,1-800-273-8255,Logic,246513,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
119,"BUTTERFLY EFFECT","Travis Scott",244596,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
120,"Singles You Up","Jordan Davis",244182,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
121,Thunder,"Imagine Dragons",243151,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
122,"Start Again (feat. Logic)",OneRepublic,242188,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
123,Otherside,"Post Malone",240596,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
124,changes,XXXTENTACION,237672,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
125,"No Limit",G-Eazy,236019,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
126,"Never Be the Same","Camila Cabello",234269,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
127,"You Make It Easy","Jason Aldean",234201,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
128,MotorSport,Migos,233982,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
129,"Pray For Me (with Kendrick Lamar)","The Weeknd",232687,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
130,"Creeping (feat. Rich the Kid)","Lil Skies",231924,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
131,Redbone,"Childish Gambino",231480,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
132,"Kevin’s Heart","J. Cole",230007,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
133,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",228377,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
134,Believer,"Imagine Dragons",228215,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
135,Nervous,"Shawn Mendes",226948,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
136,"Marry Me","Thomas Rhett",226241,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
137,"Wanted You (feat. Lil Uzi Vert)",NAV,223902,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
138,IDGAF,"Dua Lipa",222886,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
139,"Blame It On Me","Post Malone",221080,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
140,Africa,Toto,220218,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
141,Silence,Marshmello,220013,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
142,Unforgettable,"French Montana",219976,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
143,"I Get The Bag (feat. Migos)","Gucci Mane",219837,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
144,"When It Rains It Pours","Luke Combs",218269,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
