,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1852417,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"Better Now","Post Malone",1465712,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"All Mine","Kanye West",1385191,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
4,"Nice For What",Drake,1362757,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,Reborn,"KIDS SEE GHOSTS",1346545,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
6,"I Like It","Cardi B",1338750,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,"Yes Indeed","Lil Baby",1332239,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
8,"Girls Like You (feat. Cardi B)","Maroon 5",1157946,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",1078479,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"I'm Upset",Drake,979755,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
11,"God's Plan",Drake,960397,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
12,"4th Dimension","KIDS SEE GHOSTS",911055,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
13,"Feel The Love","KIDS SEE GHOSTS",908067,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
14,"Taste (feat. Offset)",Tyga,907500,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
15,"Look Alive (feat. Drake)","BlocBoy JB",882444,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
16,"This Is America","Childish Gambino",880981,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
17,"Back To You","Selena Gomez",852739,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
18,"All Girls Are The Same","Juice WRLD",830140,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
19,Yikes,"Kanye West",820716,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
20,"Ghost Town","Kanye West",805035,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
21,"no tears left to cry","Ariana Grande",763913,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
22,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",763366,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
23,"rockstar (feat. 21 Savage)","Post Malone",756957,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
24,"Praise The Lord (Da Shine)","A$AP Rocky",756794,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
25,Fire,"KIDS SEE GHOSTS",750588,https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
26,"lovely (with Khalid)","Billie Eilish",727209,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
27,SAD!,XXXTENTACION,726679,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
28,"Plug Walk","Rich The Kid",704801,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
