,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,4805299,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,Nonstop,Drake,2074519,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
3,"Lucid Dreams","Juice WRLD",1960631,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
4,"Don’t Matter To Me",Drake,1738513,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
5,SAD!,XXXTENTACION,1546739,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,"Summertime Magic","Childish Gambino",1489529,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
7,"Taste (feat. Offset)",Tyga,1484893,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,"God is a woman","Ariana Grande",1470156,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,"I Like It","Cardi B",1427580,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,"Nice For What",Drake,1355944,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
11,Moonlight,XXXTENTACION,1264695,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
12,"Girls Like You (feat. Cardi B)","Maroon 5",1263800,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
13,"I'm Upset",Drake,1261975,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
14,"Better Now","Post Malone",1199350,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,"Yes Indeed","Lil Baby",1172009,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,"God's Plan",Drake,1106837,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,"Mob Ties",Drake,1031064,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
18,"Ocean (feat. Khalid)","Martin Garrix",911176,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
19,"Jackie Chan",Tiësto,880754,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
20,"Psycho (feat. Ty Dolla $ign)","Post Malone",821735,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
