,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4381904,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"One Kiss (with Dua Lipa)","Calvin Harris",4142881,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"I Like It","Cardi B",3592289,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Back To You","Selena Gomez",3406217,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
5,"Nice For What",Drake,3360289,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,"All Mine","Kanye West",3175987,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
7,"no tears left to cry","Ariana Grande",3174635,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
8,"Lucid Dreams","Juice WRLD",3104368,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
9,"God's Plan",Drake,2820729,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
10,"Te Boté - Remix","Nio Garcia",2769331,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
11,"Solo (feat. Demi Lovato)","Clean Bandit",2749902,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,Youngblood,"5 Seconds of Summer",2651108,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
13,"Girls Like You (feat. Cardi B)","Maroon 5",2636360,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
14,X,"Nicky Jam",2620885,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
15,"Ghost Town","Kanye West",2581580,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
16,"Psycho (feat. Ty Dolla $ign)","Post Malone",2534385,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
17,Yikes,"Kanye West",2501651,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
18,"This Is America","Childish Gambino",2473515,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
19,FRIENDS,Marshmello,2299674,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
20,Nevermind,"Dennis Lloyd",2122174,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
21,"Yes Indeed","Lil Baby",2093382,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
22,Flames,"David Guetta",2074460,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
23,"rockstar (feat. 21 Savage)","Post Malone",2069694,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
24,"Love Lies (with Normani)",Khalid,1956116,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
