,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9665341,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"God is a woman","Ariana Grande",4179491,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
3,"Girls Like You (feat. Cardi B)","Maroon 5",4172158,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"Don’t Matter To Me",Drake,4145340,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
5,"Lucid Dreams","Juice WRLD",3820823,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"I Like It","Cardi B",3805688,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,SAD!,XXXTENTACION,3638825,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8,"Taste (feat. Offset)",Tyga,3399214,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,Nonstop,Drake,3390209,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
10,"Solo (feat. Demi Lovato)","Clean Bandit",3363123,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
11,"Better Now","Post Malone",3328753,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"One Kiss (with Dua Lipa)","Calvin Harris",3316366,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,"Jackie Chan",Tiësto,3037741,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
14,Youngblood,"5 Seconds of Summer",3029044,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Ocean (feat. Khalid)","Martin Garrix",2662940,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
16,Rise,"Jonas Blue",2528609,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
17,"God's Plan",Drake,2523526,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
18,Moonlight,XXXTENTACION,2516662,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"Nice For What",Drake,2496282,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
20,"Te Boté - Remix","Nio Garcia",2435378,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
21,"Back To You","Selena Gomez",2406835,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
22,"no tears left to cry","Ariana Grande",2354195,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
23,"Summertime Magic","Childish Gambino",2318663,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
24,"Sin Pijama","Becky G",2054300,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,"Bed (feat. Ariana Grande)","Nicki Minaj",2002635,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
26,"Born To Be Yours",Kygo,1985276,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
27,changes,XXXTENTACION,1885433,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
28,"I'm Upset",Drake,1831182,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
29,2002,Anne-Marie,1812193,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
30,"Jocelyn Flores",XXXTENTACION,1810716,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
31,Nevermind,"Dennis Lloyd",1783607,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
32,Body,"Loud Luxury",1761256,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
33,X,"Nicky Jam",1735305,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
34,"Psycho (feat. Ty Dolla $ign)","Post Malone",1686574,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
35,APESHIT,"The Carters",1658092,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
36,"rockstar (feat. 21 Savage)","Post Malone",1607459,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
37,"Eastside (with Halsey & Khalid)","benny blanco",1574536,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
38,"X - Remix","Nicky Jam",1571978,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
39,"Praise The Lord (Da Shine)","A$AP Rocky",1557453,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
40,"No Es Justo","J Balvin",1543616,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
41,Flames,"David Guetta",1512138,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
42,"Yes Indeed","Lil Baby",1501920,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
43,FRIENDS,Marshmello,1501020,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
44,"Mob Ties",Drake,1499352,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
45,"La Cintura","Alvaro Soler",1493602,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
46,"The Middle",Zedd,1437116,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
47,"lovely (with Khalid)","Billie Eilish",1423683,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
48,"Look Alive (feat. Drake)","BlocBoy JB",1352477,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
49,"Vaina Loca",Ozuna,1351507,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
50,"Me Niego",Reik,1336689,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
51,"Shape of You","Ed Sheeran",1335315,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
52,"Mi Cama","Karol G",1255565,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
