,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All Mine","Kanye West",2175407,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
2,"Ghost Town","Kanye West",1888918,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
3,Yikes,"Kanye West",1693367,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
4,"Lucid Dreams","Juice WRLD",1648361,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
5,"Nice For What",Drake,1420087,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,"Yes Indeed","Lil Baby",1404392,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
7,"Wouldn't Leave","Kanye West",1322331,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
8,"Better Now","Post Malone",1298514,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
9,"Violent Crimes","Kanye West",1275785,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
10,"I Thought About Killing You","Kanye West",1152588,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
11,"I Like It","Cardi B",1152366,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
12,"No Mistakes","Kanye West",1130172,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
13,"Psycho (feat. Ty Dolla $ign)","Post Malone",1098941,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
14,"This Is America","Childish Gambino",1047715,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
15,"God's Plan",Drake,1026049,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
16,"I'm Upset",Drake,954228,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
17,"Look Alive (feat. Drake)","BlocBoy JB",895066,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"All Girls Are The Same","Juice WRLD",821389,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
19,"Taste (feat. Offset)",Tyga,786728,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
20,"Girls Like You (feat. Cardi B)","Maroon 5",774699,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
21,"rockstar (feat. 21 Savage)","Post Malone",766860,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
22,"Back To You","Selena Gomez",709228,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
23,SAD!,XXXTENTACION,707058,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
24,"Plug Walk","Rich The Kid",684800,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
25,"no tears left to cry","Ariana Grande",681020,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
26,"Ric Flair Drip (& Metro Boomin)",Offset,668757,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
27,"Ball For Me (feat. Nicki Minaj)","Post Malone",657798,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
28,"Praise The Lord (Da Shine)","A$AP Rocky",657020,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
29,"lovely (with Khalid)","Billie Eilish",647155,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
30,"Playinwitme (feat. Kehlani)",KYLE,638705,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
31,Paranoid,"Post Malone",638386,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
32,Youngblood,"5 Seconds of Summer",625111,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
33,"Walk It Talk It",Migos,622128,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
34,OTW,Khalid,616418,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
35,"Love Lies (with Normani)",Khalid,596268,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
36,"I Fall Apart","Post Malone",580242,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
37,"Spoil My Night (feat. Swae Lee)","Post Malone",577243,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
38,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",576402,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
39,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",575584,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
40,JAPAN,"Famous Dex",571314,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
41,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",568137,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
42,"Candy Paint","Post Malone",560122,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
43,Stay,"Post Malone",555803,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
44,"Rich & Sad","Post Malone",546056,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
45,"Call Out My Name","The Weeknd",544872,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
46,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",534406,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
47,"One Kiss (with Dua Lipa)","Calvin Harris",531778,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
48,KOD,"J. Cole",518756,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
49,"Te Boté - Remix","Nio Garcia",496701,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
50,TATI,6ix9ine,476100,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
51,"Freaky Friday (feat. Chris Brown)","Lil Dicky",465544,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
