,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4629925,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"One Kiss (with Dua Lipa)","Calvin Harris",4391946,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"I Like It","Cardi B",3772038,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Back To You","Selena Gomez",3546654,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
5,"Nice For What",Drake,3448332,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,"All Mine","Kanye West",3317334,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
7,"no tears left to cry","Ariana Grande",3290645,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
8,"Lucid Dreams","Juice WRLD",3113353,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
9,"Girls Like You (feat. Cardi B)","Maroon 5",3051949,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
10,"Te Boté - Remix","Nio Garcia",2995394,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
11,"God's Plan",Drake,2970115,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
12,"Solo (feat. Demi Lovato)","Clean Bandit",2880738,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
13,X,"Nicky Jam",2880003,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
14,Youngblood,"5 Seconds of Summer",2686303,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
15,"Psycho (feat. Ty Dolla $ign)","Post Malone",2616020,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
16,"This Is America","Childish Gambino",2491918,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
17,FRIENDS,Marshmello,2409815,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
18,"Ghost Town","Kanye West",2362477,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
19,Yikes,"Kanye West",2301191,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
20,Nevermind,"Dennis Lloyd",2231850,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
21,"rockstar (feat. 21 Savage)","Post Malone",2168384,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
22,"Yes Indeed","Lil Baby",2157167,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
23,Flames,"David Guetta",2139524,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
24,"Taste (feat. Offset)",Tyga,1995333,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
25,"Praise The Lord (Da Shine)","A$AP Rocky",1975565,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
26,"Love Lies (with Normani)",Khalid,1951218,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
27,"I'm Upset",Drake,1947890,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
28,"lovely (with Khalid)","Billie Eilish",1914948,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
29,"The Middle",Zedd,1880491,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
30,"In My Blood","Shawn Mendes",1872133,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
31,2002,Anne-Marie,1845551,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
32,"Look Alive (feat. Drake)","BlocBoy JB",1813106,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
33,IDGAF,"Dua Lipa",1802800,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
34,"Sin Pijama","Becky G",1784602,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
35,"Playinwitme (feat. Kehlani)",KYLE,1731830,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
36,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1686616,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
37,"Me Niego",Reik,1658380,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
38,"Youth feat. Khalid","Shawn Mendes",1645328,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
39,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1605622,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
40,OTW,Khalid,1600490,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
41,"Call Out My Name","The Weeknd",1562430,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
42,"Jackie Chan",Tiësto,1539427,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
43,"Remind Me to Forget",Kygo,1530283,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
44,SAD!,XXXTENTACION,1493500,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
45,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1435677,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
46,"Wouldn't Leave","Kanye West",1430050,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
47,"Violent Crimes","Kanye West",1428417,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
48,Havana,"Camila Cabello",1411093,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
49,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1357901,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
50,"Dura - Remix","Daddy Yankee",1306137,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
51,"Shape of You","Ed Sheeran",1276988,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
52,"Plug Walk","Rich The Kid",1243921,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
53,"New Rules","Dua Lipa",1228202,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
54,"I Thought About Killing You","Kanye West",1220135,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
55,"All Girls Are The Same","Juice WRLD",1219596,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
56,"La Player (Bandolera)","Zion & Lennox",1217751,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
57,"Ball For Me (feat. Nicki Minaj)","Post Malone",1204264,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
58,Mine,Bazzi,1198695,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
59,"All The Stars (with SZA)","Kendrick Lamar",1196198,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
60,"Walk It Talk It",Migos,1190207,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
61,"No Mistakes","Kanye West",1189254,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
62,Clandestino,Shakira,1174190,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
63,"Síguelo Bailando",Ozuna,1155201,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
64,Somebody,"The Chainsmokers",1146459,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
65,"Ric Flair Drip (& Metro Boomin)",Offset,1142988,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
66,Paranoid,"Post Malone",1126308,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
67,"New Light","John Mayer",1116350,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
68,Familiar,"Liam Payne",1113533,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
69,"Madura (feat. Bad Bunny)",Cosculluela,1113366,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
70,"La Cintura","Alvaro Soler",1106391,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
71,"I'll Be There","Jess Glynne",1106228,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
72,"El Préstamo",Maluma,1094391,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
73,"FAKE LOVE",BTS,1078958,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
74,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",1074961,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
75,Perfect,"Ed Sheeran",1072931,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
76,"I Fall Apart","Post Malone",1067735,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
77,Dura,"Daddy Yankee",1056357,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
78,"Audio - with Sia, Diplo & Labrinth",Sia,1048009,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
79,"4th Dimension","KIDS SEE GHOSTS",1046155,https://open.spotify.com/track/5cQMfg4AEejKUfNA44ZGep
80,"Like I Do","David Guetta",1040239,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
81,Nervous,"Shawn Mendes",1028428,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
82,"Échame La Culpa","Luis Fonsi",1020453,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
83,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",1012852,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
84,"Spoil My Night (feat. Swae Lee)","Post Malone",1010188,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
85,"Candy Paint","Post Malone",1003884,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
86,"Por Perro","Sebastian Yatra",993758,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
87,Believer,"Imagine Dragons",972014,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
88,"Cudi Montage","KIDS SEE GHOSTS",971583,https://open.spotify.com/track/4ffyvGU97UkoUkHEOPzPZT
89,"Kids See Ghosts","KIDS SEE GHOSTS",958848,https://open.spotify.com/track/0ORk2pZ1dogkyfcdFfFKt8
90,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",946622,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
91,JAPAN,"Famous Dex",942628,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
92,Thunder,"Imagine Dragons",937002,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
93,"Feel The Love","KIDS SEE GHOSTS",935620,https://open.spotify.com/track/10lgpgAGhQBv0WqcrzGM7D
94,"Bella - Remix",Wolfine,934574,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
95,Stay,"Post Malone",918465,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
96,"Mad Love","Sean Paul",915924,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
97,"Te Amo","Piso 21",914456,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
98,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",912856,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
99,"XO TOUR Llif3","Lil Uzi Vert",911822,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
100,TATI,6ix9ine,901339,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
101,"Start Again (feat. Logic)",OneRepublic,899529,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
102,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,898934,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
