,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1872518,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"Better Now","Post Malone",1472977,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"Nice For What",Drake,1374764,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"All Mine","Kanye West",1359235,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
5,"Yes Indeed","Lil Baby",1317306,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
6,"I Like It","Cardi B",1313103,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Reborn,"KIDS SEE GHOSTS",1240857,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
8,"Girls Like You (feat. Cardi B)","Maroon 5",1161675,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",1073031,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"I'm Upset",Drake,966719,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
11,"God's Plan",Drake,953794,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
12,"Taste (feat. Offset)",Tyga,934344,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
13,"This Is America","Childish Gambino",887041,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
14,"Look Alive (feat. Drake)","BlocBoy JB",883736,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Back To You","Selena Gomez",859756,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
16,"All Girls Are The Same","Juice WRLD",822936,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,Yikes,"Kanye West",788510,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
18,"no tears left to cry","Ariana Grande",774992,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
19,"4th Dimension","KIDS SEE GHOSTS",772454,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
20,"Ghost Town","Kanye West",761966,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
