,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"SICKO MODE","Travis Scott",2508825,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
2,"In My Feelings",Drake,2367633,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
3,STARGAZING,"Travis Scott",2019148,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
4,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1778971,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
5,"Lucid Dreams","Juice WRLD",1333634,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,CAROUSEL,"Travis Scott",1314272,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
7,YOSEMITE,"Travis Scott",1172972,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
8,"R.I.P. SCREW","Travis Scott",1119992,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
9,"WAKE UP","Travis Scott",1105170,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
10,"NO BYSTANDERS","Travis Scott",1092762,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
11,"No Brainer","DJ Khaled",1078742,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
12,"5% TINT","Travis Scott",1041336,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
13,SAD!,XXXTENTACION,1036192,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
14,"STOP TRYING TO BE GOD","Travis Scott",1012161,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
15,"I Like It","Cardi B",996758,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
16,"CAN'T SAY","Travis Scott",979237,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
17,"Eastside (with Halsey & Khalid)","benny blanco",960061,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
18,"Taste (feat. Offset)",Tyga,954708,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
19,NC-17,"Travis Scott",946382,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
20,Nonstop,Drake,919266,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
21,"WHO? WHAT!","Travis Scott",896085,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
22,"Girls Like You (feat. Cardi B)","Maroon 5",885586,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
23,SKELETONS,"Travis Scott",881394,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
24,"BUTTERFLY EFFECT","Travis Scott",878655,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
25,Moonlight,XXXTENTACION,871549,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
26,"Better Now","Post Malone",866799,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
27,ASTROTHUNDER,"Travis Scott",860654,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
28,HOUSTONFORNICATION,"Travis Scott",813214,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
29,"God is a woman","Ariana Grande",785921,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
30,"Yes Indeed","Lil Baby",749540,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
31,"Nice For What",Drake,726340,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
32,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,690337,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
33,"God's Plan",Drake,663582,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
34,Youngblood,"5 Seconds of Summer",629535,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",623630,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,"COFFEE BEAN","Travis Scott",622563,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
37,"All Girls Are The Same","Juice WRLD",570095,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
38,"Jocelyn Flores",XXXTENTACION,568932,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
39,Body,"Loud Luxury",556194,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
40,"Jackie Chan",Tiësto,549664,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
41,"I'm Upset",Drake,541977,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
42,changes,XXXTENTACION,520400,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
43,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",518243,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
44,"Don’t Matter To Me (with Michael Jackson)",Drake,514356,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
45,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,510339,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
46,"Look Alive (feat. Drake)","BlocBoy JB",505737,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
47,"rockstar (feat. 21 Savage)","Post Malone",494196,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
