,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1953065,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,SAD!,XXXTENTACION,1839677,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,Moonlight,XXXTENTACION,1499129,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,"I Like It","Cardi B",1289721,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Better Now","Post Malone",1152246,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,"Yes Indeed","Lil Baby",1144860,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
7,"Taste (feat. Offset)",Tyga,1129850,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,"Girls Like You (feat. Cardi B)","Maroon 5",1113261,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
9,"Jocelyn Flores",XXXTENTACION,1083008,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
10,changes,XXXTENTACION,1046595,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
11,"Nice For What",Drake,1045325,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
12,"I'm Upset",Drake,990970,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
13,"Psycho (feat. Ty Dolla $ign)","Post Malone",899283,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
14,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,882845,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
15,"All Mine","Kanye West",870822,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"All Girls Are The Same","Juice WRLD",864193,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,"Look Alive (feat. Drake)","BlocBoy JB",814166,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"God's Plan",Drake,775232,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
19,"Ocean (feat. Khalid)","Martin Garrix",764500,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
20,"no tears left to cry","Ariana Grande",759878,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
21,"Jackie Chan",Tiësto,722887,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
22,"Back To You","Selena Gomez",714658,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
23,"Everybody Dies In Their Nightmares",XXXTENTACION,692198,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
24,"Bed (feat. Ariana Grande)","Nicki Minaj",678169,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
25,"rockstar (feat. 21 Savage)","Post Malone",676287,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
26,Youngblood,"5 Seconds of Summer",640574,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
27,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,637822,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
28,APESHIT,"The Carters",623605,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
29,"Praise The Lord (Da Shine)","A$AP Rocky",595213,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
30,"This Is America","Childish Gambino",578257,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
31,"Ball For Me (feat. Nicki Minaj)","Post Malone",572204,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
32,Hope,XXXTENTACION,566045,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
33,"Ric Flair Drip (& Metro Boomin)",Offset,564422,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
34,"Plug Walk","Rich The Kid",552154,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
35,"One Kiss (with Dua Lipa)","Calvin Harris",545762,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
36,"Walk It Talk It",Migos,542621,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
37,"lovely (with Khalid)","Billie Eilish",542082,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
38,"Boo'd Up","Ella Mai",519870,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
39,"I Fall Apart","Post Malone",512177,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
40,"Born To Be Yours",Kygo,510912,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
41,JAPAN,"Famous Dex",509172,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
42,OTW,Khalid,508606,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
43,"Look At Me!",XXXTENTACION,506763,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
44,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",494446,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
45,"Solo (feat. Demi Lovato)","Clean Bandit",483736,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
46,"Start Again (feat. Logic)",OneRepublic,478131,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
47,"Te Boté - Remix","Nio Garcia",476722,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
48,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",474160,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
49,NUMB,XXXTENTACION,469972,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
50,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",469880,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
51,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,450397,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
52,Mine,Bazzi,441376,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
