,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2246370,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Nice For What",Drake,1840228,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Better Now","Post Malone",1679452,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1504479,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"God's Plan",Drake,1378428,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,"Look Alive (feat. Drake)","BlocBoy JB",1173462,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
7,"I Like It","Cardi B",1092641,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,Paranoid,"Post Malone",1058114,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
9,"rockstar (feat. 21 Savage)","Post Malone",1047688,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"Spoil My Night (feat. Swae Lee)","Post Malone",937449,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
11,Stay,"Post Malone",902286,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
12,"Rich & Sad","Post Malone",887087,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
13,"Plug Walk","Rich The Kid",882362,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
14,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",863679,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
15,"no tears left to cry","Ariana Grande",854658,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
16,SAD!,XXXTENTACION,833363,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
17,KOD,"J. Cole",833309,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
