,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,4009922,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Lucid Dreams","Juice WRLD",1826808,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
3,Nonstop,Drake,1613370,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
4,SAD!,XXXTENTACION,1476901,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"God is a woman","Ariana Grande",1407381,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
6,"Taste (feat. Offset)",Tyga,1381728,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
7,"I Like It","Cardi B",1285211,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,"Don’t Matter To Me",Drake,1268593,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
9,Moonlight,XXXTENTACION,1190524,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
10,"Girls Like You (feat. Cardi B)","Maroon 5",1185588,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,"Better Now","Post Malone",1133209,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"Nice For What",Drake,1091836,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
13,"Yes Indeed","Lil Baby",1033693,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
14,"I'm Upset",Drake,958111,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
15,"Summertime Magic","Childish Gambino",936741,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
16,"God's Plan",Drake,933083,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,Youngblood,"5 Seconds of Summer",830270,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"Jackie Chan",Tiësto,808718,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
19,"Mob Ties",Drake,780067,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
20,"Psycho (feat. Ty Dolla $ign)","Post Malone",778875,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
21,"Eastside (with Halsey & Khalid)","benny blanco",762121,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
22,"Jocelyn Flores",XXXTENTACION,726161,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
23,"Ocean (feat. Khalid)","Martin Garrix",711168,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
24,"All Girls Are The Same","Juice WRLD",708109,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
25,changes,XXXTENTACION,702261,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
26,"Boo'd Up","Ella Mai",667562,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
27,"Look Alive (feat. Drake)","BlocBoy JB",662923,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
28,APESHIT,"The Carters",656676,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
29,"All Mine","Kanye West",635976,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
30,"no tears left to cry","Ariana Grande",629339,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
