,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1962900,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,SAD!,XXXTENTACION,1925973,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,Moonlight,XXXTENTACION,1561026,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,"I Like It","Cardi B",1305241,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Better Now","Post Malone",1172714,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,"Yes Indeed","Lil Baby",1143109,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
7,"Jocelyn Flores",XXXTENTACION,1138756,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
8,"Girls Like You (feat. Cardi B)","Maroon 5",1136476,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
9,"Taste (feat. Offset)",Tyga,1119872,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,"Nice For What",Drake,1056350,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
11,changes,XXXTENTACION,1048177,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
12,"I'm Upset",Drake,980737,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
13,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,922455,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
14,"Psycho (feat. Ty Dolla $ign)","Post Malone",910989,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
15,"All Mine","Kanye West",899619,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"All Girls Are The Same","Juice WRLD",865621,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,"Look Alive (feat. Drake)","BlocBoy JB",818662,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"God's Plan",Drake,788028,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
19,"no tears left to cry","Ariana Grande",755660,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
20,"Ocean (feat. Khalid)","Martin Garrix",753214,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
21,"Back To You","Selena Gomez",751733,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
22,"Everybody Dies In Their Nightmares",XXXTENTACION,724339,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
