,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4560245,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"One Kiss (with Dua Lipa)","Calvin Harris",4032062,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"Nice For What",Drake,3898547,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"This Is America","Childish Gambino",3798806,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
5,"no tears left to cry","Ariana Grande",3443583,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
6,"God's Plan",Drake,3405369,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"Psycho (feat. Ty Dolla $ign)","Post Malone",2963810,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
8,X,"Nicky Jam",2860496,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"Te Boté - Remix","Nio Garcia",2825713,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
10,"I Like It","Cardi B",2756557,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,FRIENDS,Marshmello,2682586,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
12,"Back To You","Selena Gomez",2524761,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
13,"Yes Indeed","Lil Baby",2446539,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
14,"Love Lies (with Normani)",Khalid,2374326,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,"The Middle",Zedd,2348386,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
16,"rockstar (feat. 21 Savage)","Post Malone",2296322,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
17,Nevermind,"Dennis Lloyd",2103466,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
18,"Look Alive (feat. Drake)","BlocBoy JB",2061195,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
19,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2017927,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
20,Flames,"David Guetta",1982940,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
21,IDGAF,"Dua Lipa",1952302,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
22,"FAKE LOVE",BTS,1922089,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
23,Youngblood,"5 Seconds of Summer",1920296,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
24,"Call Out My Name","The Weeknd",1892220,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
25,"Lucid Dreams","Juice WRLD",1884361,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
26,"Solo (feat. Demi Lovato)","Clean Bandit",1838366,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
27,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1797076,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
28,"Playinwitme (feat. Kehlani)",KYLE,1757060,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
29,"In My Blood","Shawn Mendes",1741366,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
30,Paranoid,"Post Malone",1739976,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
31,OTW,Khalid,1730796,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
32,"Me Niego",Reik,1719417,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
33,"Remind Me to Forget",Kygo,1666532,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
34,"lovely (with Khalid)","Billie Eilish",1646141,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
35,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1644770,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
36,"Youth (feat. Khalid)","Shawn Mendes",1566124,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
37,SAD!,XXXTENTACION,1548721,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
38,"Walk It Talk It",Migos,1508239,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
39,2002,Anne-Marie,1504915,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
40,"Ball For Me (feat. Nicki Minaj)","Post Malone",1500253,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
41,"Plug Walk","Rich The Kid",1481487,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
42,"All The Stars (with SZA)","Kendrick Lamar",1465628,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
