,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1728992,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"Better Now","Post Malone",1203720,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"I Like It","Cardi B",1185338,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Yes Indeed","Lil Baby",1160407,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
5,"Nice For What",Drake,1107590,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,"Girls Like You (feat. Cardi B)","Maroon 5",1046899,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,"All Mine","Kanye West",1028138,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
8,"I'm Upset",Drake,979886,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",903485,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"Taste (feat. Offset)",Tyga,889975,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,"God's Plan",Drake,818564,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
12,Youngblood,"5 Seconds of Summer",817763,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
13,"Look Alive (feat. Drake)","BlocBoy JB",759691,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
14,"All Girls Are The Same","Juice WRLD",702482,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
15,"Back To You","Selena Gomez",698436,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
16,"no tears left to cry","Ariana Grande",646730,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
17,"rockstar (feat. 21 Savage)","Post Malone",643822,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
18,"lovely (with Khalid)","Billie Eilish",636217,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
19,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",615288,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
20,"This Is America","Childish Gambino",609747,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
21,Reborn,"KIDS SEE GHOSTS",607509,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
22,SAD!,XXXTENTACION,606023,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
23,"Praise The Lord (Da Shine)","A$AP Rocky",594444,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
24,"Bed (feat. Ariana Grande)","Nicki Minaj",575215,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
25,"Jackie Chan",Tiësto,569844,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
26,"Plug Walk","Rich The Kid",567163,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
27,"Ric Flair Drip (& Metro Boomin)",Offset,547663,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
28,"Ball For Me (feat. Nicki Minaj)","Post Malone",545704,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
29,Yikes,"Kanye West",545007,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
30,"Ocean (feat. Khalid)","Martin Garrix",531773,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
31,"Walk It Talk It",Migos,525068,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
32,"Cops Shot The Kid",Nas,515650,https://open.spotify.com/track/1vi9adPJiD4d22ybGp25hy
33,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",494400,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
34,"I Fall Apart","Post Malone",486428,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
35,"Te Boté - Remix","Nio Garcia",471081,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
36,"Playinwitme (feat. Kehlani)",KYLE,470590,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
37,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",469868,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
38,OTW,Khalid,469015,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
39,"One Kiss (with Dua Lipa)","Calvin Harris",463095,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
40,"Not For Radio",Nas,460808,https://open.spotify.com/track/5FYu8uBB6E11mepU601601
41,JAPAN,"Famous Dex",452088,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
42,"Candy Paint","Post Malone",451656,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
43,"Love Lies (with Normani)",Khalid,439056,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
44,Mine,Bazzi,428318,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
45,Paranoid,"Post Malone",414586,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
46,"Solo (feat. Demi Lovato)","Clean Bandit",414517,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
