,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",2632697,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",2366143,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
3,Paranoid,"Post Malone",2120175,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
4,"Nice For What",Drake,1892860,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,"Spoil My Night (feat. Swae Lee)","Post Malone",1801923,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
6,"Rich & Sad","Post Malone",1789108,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
7,Stay,"Post Malone",1785885,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
8,"Zack And Codeine","Post Malone",1650832,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
9,"rockstar (feat. 21 Savage)","Post Malone",1643149,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"Over Now","Post Malone",1619702,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
11,"Ball For Me (feat. Nicki Minaj)","Post Malone",1593830,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
12,"Takin' Shots","Post Malone",1521481,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
13,"Same Bitches (feat. G-Eazy & YG)","Post Malone",1499711,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
14,"God's Plan",Drake,1413768,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
15,"92 Explorer","Post Malone",1369052,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
16,"Candy Paint","Post Malone",1354952,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
17,Otherside,"Post Malone",1304625,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
18,"Blame It On Me","Post Malone",1260991,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
19,"I Like It","Cardi B",1127366,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
20,KOD,"J. Cole",1118360,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
21,"Sugar Wraith","Post Malone",1068658,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
