,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5941551,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"God's Plan",Drake,5081468,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"One Kiss (with Dua Lipa)","Calvin Harris",4262238,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",4001992,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,"Call Out My Name","The Weeknd",3824947,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
6,FRIENDS,Marshmello,3624534,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,X,"Nicky Jam",3624082,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,"I Like It","Cardi B",3503090,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3449116,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
10,"The Middle",Zedd,3002729,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,"Love Lies (with Normani)",Khalid,2921289,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
12,IDGAF,"Dua Lipa",2914861,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
13,"Look Alive (feat. Drake)","BlocBoy JB",2834346,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
14,SAD!,XXXTENTACION,2740239,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2546068,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
16,Mine,Bazzi,2363377,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
17,"All The Stars (with SZA)","Kendrick Lamar",2337390,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
18,Nevermind,"Dennis Lloyd",2250185,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
19,"Walk It Talk It",Migos,2163545,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
20,rockstar,"Post Malone",2128178,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
21,Dura,"Daddy Yankee",2119650,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
22,"In My Blood","Shawn Mendes",2065225,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
23,"Plug Walk","Rich The Kid",2060453,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
24,"Like I Do","David Guetta",2027393,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
25,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1960664,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
26,"Me Niego",Reik,1918126,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
27,Havana,"Camila Cabello",1894075,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
28,"Let Me",ZAYN,1836673,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
29,"Remind Me to Forget",Kygo,1813552,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
30,"Be Careful","Cardi B",1806252,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
31,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1741988,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
32,"Say Something","Justin Timberlake",1640879,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
33,"Mad Love","Sean Paul",1613461,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
34,JAPAN,"Famous Dex",1613447,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
35,Flames,"David Guetta",1576830,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
36,"New Rules","Dua Lipa",1555742,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
37,Delicate,"Taylor Swift",1541863,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
38,"Ric Flair Drip (& Metro Boomin)",Offset,1541815,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
39,"Échame La Culpa","Luis Fonsi",1527276,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
40,Esskeetit,"Lil Pump",1514789,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
41,"Powerglide (feat. Juicy J)","Rae Sremmurd",1512291,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
42,Bella,Wolfine,1511956,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
43,"Shape of You","Ed Sheeran",1488787,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
44,"Playinwitme (feat. Kehlani)",KYLE,1432060,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
45,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1419800,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
46,"I Fall Apart","Post Malone",1395625,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
47,"Wasted Times","The Weeknd",1388089,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
48,"Never Be the Same","Camila Cabello",1358421,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
49,"Síguelo Bailando",Ozuna,1356683,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
50,Moonlight,XXXTENTACION,1355939,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
51,Perfect,"Ed Sheeran",1341757,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
52,Everyday,Logic,1304652,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
53,"Te Boté - Remix","Nio Garcia",1275935,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
54,"El Préstamo",Maluma,1227812,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
55,Wolves,"Selena Gomez",1176426,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
56,1950,"King Princess",1168610,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
57,"Feel It Still","Portugal. The Man",1134948,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
58,"River (feat. Ed Sheeran)",Eminem,1123279,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
59,"Lemon - Drake Remix",N.E.R.D,1122539,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
60,"Pray For Me (with Kendrick Lamar)","The Weeknd",1115899,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
61,Criminal,"Natti Natasha",1110320,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
62,"Stir Fry",Migos,1096016,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
63,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1081730,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
64,"Barbie Tingz","Nicki Minaj",1079658,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
65,"I Wanna Know (feat. Bea Miller)",NOTD,1073362,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
66,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1072019,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
67,Thunder,"Imagine Dragons",1071284,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
68,Downtown,Anitta,1048689,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
69,Chun-Li,"Nicki Minaj",1046648,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
70,"Try Me","The Weeknd",1044118,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
71,Amorfoda,"Bad Bunny",1035500,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
72,Corazón,Maluma,1031551,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
73,"XO TOUR Llif3","Lil Uzi Vert",1030226,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
74,Dembow,"Danny Ocean",1028034,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
75,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1012842,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
76,"Too Good At Goodbyes","Sam Smith",1004727,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
77,"Let You Down",NF,1001431,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
78,Believer,"Imagine Dragons",995529,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
79,"La Player (Bandolera)","Zion & Lennox",978593,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
80,"Bodak Yellow","Cardi B",974034,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
81,Congratulations,"Post Malone",972346,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
82,"Bartier Cardi (feat. 21 Savage)","Cardi B",960959,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
83,HUMBLE.,"Kendrick Lamar",954271,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
84,"Sick Boy","The Chainsmokers",954132,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
85,"Te Amo","Piso 21",934530,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
86,Silence,Marshmello,931679,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
