,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,2721305,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1956500,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"Lucid Dreams","Juice WRLD",1437014,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
4,"No Brainer","DJ Khaled",1365694,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
5,"Taste (feat. Offset)",Tyga,1153323,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
6,"I Like It","Cardi B",1135540,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,SAD!,XXXTENTACION,1133758,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8,Nonstop,Drake,1059293,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
9,Moonlight,XXXTENTACION,967238,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
10,"Eastside (with Halsey & Khalid)","benny blanco",944803,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"God is a woman","Ariana Grande",934032,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
12,"Better Now","Post Malone",912769,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,"Girls Like You (feat. Cardi B)","Maroon 5",910798,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
14,"Nice For What",Drake,814135,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
15,"Yes Indeed","Lil Baby",809366,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,"God's Plan",Drake,721195,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
17,"Psycho (feat. Ty Dolla $ign)","Post Malone",664081,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
18,"Don’t Matter To Me (with Michael Jackson)",Drake,662200,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
19,"I'm Upset",Drake,650015,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
20,"Jackie Chan",Tiësto,637717,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
21,Youngblood,"5 Seconds of Summer",626741,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
22,"Jocelyn Flores",XXXTENTACION,613471,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
23,"All Girls Are The Same","Juice WRLD",592126,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
24,Body,"Loud Luxury",578360,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
25,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",569164,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
26,changes,XXXTENTACION,568971,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
27,"Look Alive (feat. Drake)","BlocBoy JB",548496,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
28,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,545046,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
29,"Mob Ties",Drake,526415,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
30,"you should see me in a crown","Billie Eilish",516749,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
31,"rockstar (feat. 21 Savage)","Post Malone",514167,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
32,Rise,"Jonas Blue",503270,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
33,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,495373,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
34,"Praise The Lord (Da Shine)","A$AP Rocky",481354,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
35,"Ocean (feat. Khalid)","Martin Garrix",480080,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
36,"Boo'd Up","Ella Mai",465056,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
37,"One Day (feat. Ryan Tedder)",Logic,460726,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
38,"Te Boté - Remix","Nio Garcia",456892,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
39,SWISH,Tyga,456874,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
40,"Summertime Magic","Childish Gambino",448684,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
41,"lovely (with Khalid)","Billie Eilish",437263,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
