,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,3322509,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1948022,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"Lucid Dreams","Juice WRLD",1654232,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
4,"Taste (feat. Offset)",Tyga,1410117,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
5,SAD!,XXXTENTACION,1343549,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,"I Like It","Cardi B",1281831,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Nonstop,Drake,1231856,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
8,Moonlight,XXXTENTACION,1136184,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
9,"God is a woman","Ariana Grande",1103854,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
10,"Girls Like You (feat. Cardi B)","Maroon 5",1043898,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
11,"Better Now","Post Malone",1037565,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"Eastside (with Halsey & Khalid)","benny blanco",1008050,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,"Yes Indeed","Lil Baby",949408,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
14,"Nice For What",Drake,931317,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
15,"Don’t Matter To Me (with Michael Jackson)",Drake,889068,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
16,"God's Plan",Drake,819287,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
17,Youngblood,"5 Seconds of Summer",783156,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"I'm Upset",Drake,775412,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
19,"Jackie Chan",Tiësto,739101,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
