,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",3636778,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"One Kiss (with Dua Lipa)","Calvin Harris",3246954,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"I Like It","Cardi B",3235841,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Girls Like You (feat. Cardi B)","Maroon 5",3170423,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"Lucid Dreams","Juice WRLD",3116524,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
6,Youngblood,"5 Seconds of Summer",2953708,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
7,"Back To You","Selena Gomez",2780740,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
8,"no tears left to cry","Ariana Grande",2643184,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
9,"Solo (feat. Demi Lovato)","Clean Bandit",2481592,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
10,"Te Boté - Remix","Nio Garcia",2427292,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
11,"Nice For What",Drake,2370913,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
12,X,"Nicky Jam",2259238,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
13,"God's Plan",Drake,2189460,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
14,"Taste (feat. Offset)",Tyga,2044940,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
15,"All Mine","Kanye West",2037085,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"Psycho (feat. Ty Dolla $ign)","Post Malone",2002954,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
17,"Jackie Chan",Tiësto,1845654,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
18,FRIENDS,Marshmello,1769296,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
19,"lovely (with Khalid)","Billie Eilish",1712723,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
20,"I'm Upset",Drake,1684015,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
21,"Yes Indeed","Lil Baby",1676591,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
22,Flames,"David Guetta",1661632,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
23,"rockstar (feat. 21 Savage)","Post Malone",1657323,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
24,Nevermind,"Dennis Lloyd",1596598,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
