,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,1678577,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"This Is America","Childish Gambino",1669981,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
3,"Yes Indeed","Lil Baby",1612893,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
4,"Better Now","Post Malone",1552669,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",1274017,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
6,"God's Plan",Drake,1190826,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"Look Alive (feat. Drake)","BlocBoy JB",1068218,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
8,"I Like It","Cardi B",1019642,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Lucid Dreams","Juice WRLD",973418,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh
10,Paranoid,"Post Malone",880082,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
11,"rockstar (feat. 21 Savage)","Post Malone",871465,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
12,"Walk It Talk It",Migos,827939,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
13,"Plug Walk","Rich The Kid",824240,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
14,"Ball For Me (feat. Nicki Minaj)","Post Malone",815551,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
15,"Spoil My Night (feat. Swae Lee)","Post Malone",798025,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
16,"no tears left to cry","Ariana Grande",782816,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
17,SAD!,XXXTENTACION,775693,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
18,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",765115,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
19,OTW,Khalid,752567,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
20,Stay,"Post Malone",742991,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
21,"Playinwitme (feat. Kehlani)",KYLE,742063,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
22,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",741910,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
23,"Ric Flair Drip (& Metro Boomin)",Offset,740800,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
24,"Love Lies (with Normani)",Khalid,733389,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
25,"Back To You","Selena Gomez",726438,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
26,"Rich & Sad","Post Malone",718704,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
27,KOD,"J. Cole",695508,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
28,"Call Out My Name","The Weeknd",685522,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
29,JAPAN,"Famous Dex",679735,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
30,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",657514,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
31,"FAKE LOVE",BTS,629913,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
32,"Candy Paint","Post Malone",626587,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
33,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",612404,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
34,"The Middle",Zedd,607413,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
35,"I Fall Apart","Post Malone",606260,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
36,"Freaky Friday (feat. Chris Brown)","Lil Dicky",600695,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
37,"One Kiss (with Dua Lipa)","Calvin Harris",586129,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
38,"Over Now","Post Malone",573765,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
39,"All Girls Are The Same","Juice WRLD",572495,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
40,"lovely (with Khalid)","Billie Eilish",564870,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
41,"92 Explorer","Post Malone",553205,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
42,"Zack And Codeine","Post Malone",545020,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
43,"All The Stars (with SZA)","Kendrick Lamar",534275,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
44,Youngblood,"5 Seconds of Summer",522407,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
45,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",519687,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
46,Mine,Bazzi,518338,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
47,"Takin' Shots","Post Malone",506386,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
48,"Same Bitches (feat. G-Eazy & YG)","Post Malone",499025,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
49,"Te Boté - Remix","Nio Garcia",492720,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
50,"Sangria Wine","Pharrell Williams",483654,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
51,FRIENDS,Marshmello,481707,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
52,"Be Careful","Cardi B",477389,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
53,"XO TOUR Llif3","Lil Uzi Vert",457036,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
54,"Youth (feat. Khalid)","Shawn Mendes",452809,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
55,"Stir Fry",Migos,451942,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
56,"Solo (feat. Demi Lovato)","Clean Bandit",442755,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
57,Moonlight,XXXTENTACION,439570,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
58,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",415165,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
