,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,4705193,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,Nonstop,Drake,1987196,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
3,"Lucid Dreams","Juice WRLD",1811689,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
4,"Don’t Matter To Me",Drake,1558909,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
5,SAD!,XXXTENTACION,1469715,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,"Taste (feat. Offset)",Tyga,1454649,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
7,"I Like It","Cardi B",1392781,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,"God is a woman","Ariana Grande",1338765,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,"Nice For What",Drake,1273244,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
10,Moonlight,XXXTENTACION,1224199,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
11,"Girls Like You (feat. Cardi B)","Maroon 5",1165254,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
12,"Summertime Magic","Childish Gambino",1154433,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
13,"I'm Upset",Drake,1146941,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
14,"Better Now","Post Malone",1129587,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,"Yes Indeed","Lil Baby",1115252,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,"God's Plan",Drake,1049519,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,"Mob Ties",Drake,946772,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
18,"Jackie Chan",Tiësto,824240,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
19,"Ocean (feat. Khalid)","Martin Garrix",805578,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
20,"Psycho (feat. Ty Dolla $ign)","Post Malone",784812,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
21,APESHIT,"The Carters",759115,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
22,"Look Alive (feat. Drake)","BlocBoy JB",726306,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
23,"Jocelyn Flores",XXXTENTACION,697375,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
24,"Boo'd Up","Ella Mai",697048,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
25,"All Girls Are The Same","Juice WRLD",696847,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
26,Youngblood,"5 Seconds of Summer",691202,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
27,changes,XXXTENTACION,678125,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
28,Emotionless,Drake,672269,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
29,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",670800,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
30,"no tears left to cry","Ariana Grande",647299,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
31,"Eastside (with Halsey & Khalid)","benny blanco",643077,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
32,"All Mine","Kanye West",631645,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
33,"Bed (feat. Ariana Grande)","Nicki Minaj",625192,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
34,"Praise The Lord (Da Shine)","A$AP Rocky",623606,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
35,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",623046,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
36,Elevate,Drake,608269,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
37,"rockstar (feat. 21 Savage)","Post Malone",601573,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
38,"Can’t Take A Joke",Drake,600448,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
39,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,594495,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
40,"Back To You","Selena Gomez",580344,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
41,"One Kiss (with Dua Lipa)","Calvin Harris",569907,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
42,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,551820,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
43,"Ball For Me (feat. Nicki Minaj)","Post Malone",533768,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
44,Jumpsuit,"Twenty One Pilots",528025,https://open.spotify.com/track/6cQnrSlTxhHCCiUpKrs7g3
45,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",522717,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
46,"Nico And The Niners","Twenty One Pilots",515552,https://open.spotify.com/track/6ZIuit0z4eQg77F1RGkp0L
47,"Solo (feat. Demi Lovato)","Clean Bandit",514365,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
48,"Te Boté - Remix","Nio Garcia",512123,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
49,"Plug Walk","Rich The Kid",498190,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
50,"Blue Tint",Drake,484496,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
51,"lovely (with Khalid)","Billie Eilish",482220,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
52,"Ric Flair Drip (& Metro Boomin)",Offset,480434,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
53,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",480412,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
54,"This Is America","Childish Gambino",473805,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
