,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,4700544,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,"Lucid Dreams","Juice WRLD",3919591,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
3,"Girls Like You (feat. Cardi B)","Maroon 5",3891004,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"I Like It","Cardi B",3793766,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Better Now","Post Malone",3756751,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,"One Kiss (with Dua Lipa)","Calvin Harris",3702103,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,Moonlight,XXXTENTACION,3402341,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
8,"Solo (feat. Demi Lovato)","Clean Bandit",3345451,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,"Jocelyn Flores",XXXTENTACION,3007226,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
10,"Back To You","Selena Gomez",2995900,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
11,"no tears left to cry","Ariana Grande",2966314,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
12,changes,XXXTENTACION,2935302,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
13,"Taste (feat. Offset)",Tyga,2871144,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
14,Youngblood,"5 Seconds of Summer",2777915,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Jackie Chan",Tiësto,2679040,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
16,"Ocean (feat. Khalid)","Martin Garrix",2549595,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
17,"Te Boté - Remix","Nio Garcia",2464042,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,"Nice For What",Drake,2360686,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
19,X,"Nicky Jam",2317897,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
20,"God's Plan",Drake,2202027,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
21,"Bed (feat. Ariana Grande)","Nicki Minaj",2164032,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
22,"Born To Be Yours",Kygo,2048279,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
23,"Psycho (feat. Ty Dolla $ign)","Post Malone",2032661,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
24,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2010689,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
25,"Sin Pijama","Becky G",2001356,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
26,Flames,"David Guetta",1919765,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
27,Nevermind,"Dennis Lloyd",1849336,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
