,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4968789,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Nice For What",Drake,4594892,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"God's Plan",Drake,4304743,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"One Kiss (with Dua Lipa)","Calvin Harris",4301124,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",4152550,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
6,"no tears left to cry","Ariana Grande",4148595,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7,X,"Nicky Jam",3348074,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,FRIENDS,Marshmello,3299199,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,"rockstar (feat. 21 Savage)","Post Malone",3105162,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"I Like It","Cardi B",2928936,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,Paranoid,"Post Malone",2884272,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
12,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2673697,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
13,"The Middle",Zedd,2592567,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
14,"Love Lies (with Normani)",Khalid,2411331,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,"Call Out My Name","The Weeknd",2333186,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
16,"Te Boté - Remix","Nio Garcia",2307171,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
17,Stay,"Post Malone",2229503,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
18,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2212812,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
19,"Look Alive (feat. Drake)","BlocBoy JB",2210515,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
20,"Spoil My Night (feat. Swae Lee)","Post Malone",2174371,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
21,IDGAF,"Dua Lipa",2161156,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
22,"Rich & Sad","Post Malone",2060148,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
23,SAD!,XXXTENTACION,2042564,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
24,Nevermind,"Dennis Lloyd",1945882,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
