,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,6259912,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,KOD,"J. Cole",5838691,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
3,"God's Plan",Drake,5330732,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"no tears left to cry","Ariana Grande",5162433,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
5,Photograph,"J. Cole",4805991,https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5
6,ATM,"J. Cole",4619552,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
7,"One Kiss (with Dua Lipa)","Calvin Harris",4533018,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,Motiv8,"J. Cole",4528930,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
9,"Kevin’s Heart","J. Cole",4240074,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
10,"Psycho (feat. Ty Dolla $ign)","Post Malone",4123104,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
11,"The Cut Off (feat. kiLL edward)","J. Cole",4096113,https://open.spotify.com/track/3rFF7kSm5qBOOPs6ljFgPp
12,X,"Nicky Jam",3843226,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
13,FRIENDS,Marshmello,3793971,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
14,"1985 - Intro to “The Fall Off”","J. Cole",3748887,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
15,"Call Out My Name","The Weeknd",3728412,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
16,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3675243,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
17,"I Like It","Cardi B",3671535,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
18,BRACKETS,"J. Cole",3663309,https://open.spotify.com/track/5sWbwccBcyHsg5LEKWGZo9
19,Intro,"J. Cole",3364549,https://open.spotify.com/track/2AfWCBwGGCsZtvVnGF3QYE
20,"FRIENDS (feat. kiLL edward)","J. Cole",3140526,https://open.spotify.com/track/6onwlDmIVKE8bBgyBRSuS0
21,"The Middle",Zedd,3115690,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
22,"Once an Addict - Interlude","J. Cole",3085393,https://open.spotify.com/track/0Px86mRlxdB3YqpK6KXWlr
23,"Love Lies (with Normani)",Khalid,3002171,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
24,"Window Pain - Outro","J. Cole",2967493,https://open.spotify.com/track/5Lgqu1th1KqlG97OF2gWGe
25,"Look Alive (feat. Drake)","BlocBoy JB",2809301,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
26,IDGAF,"Dua Lipa",2800194,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
27,SAD!,XXXTENTACION,2758074,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
28,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2611204,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
29,Mine,Bazzi,2385985,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
30,"All The Stars (with SZA)","Kendrick Lamar",2375309,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
31,Nevermind,"Dennis Lloyd",2354159,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
32,"Walk It Talk It",Migos,2263559,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
33,rockstar,"Post Malone",2244795,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
34,Dura,"Daddy Yankee",2231440,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
35,"Like I Do","David Guetta",2173814,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
36,"Plug Walk","Rich The Kid",2115752,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
37,"Wake Me Up - Radio Edit",Avicii,2064861,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
38,"In My Blood","Shawn Mendes",2036494,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
39,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2019337,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
40,Havana,"Camila Cabello",1991231,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
41,"Me Niego",Reik,1984414,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
42,"Without You (feat. Sandro Cavazza)",Avicii,1961019,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
43,"Levels - Radio Edit",Avicii,1850269,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL
44,"Remind Me to Forget",Kygo,1823294,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
45,"Be Careful","Cardi B",1795560,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
46,Somebody,"The Chainsmokers",1792336,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
47,"Waiting For Love",Avicii,1785149,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
48,"Let Me",ZAYN,1780524,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
49,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1772795,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
50,"Mad Love","Sean Paul",1710875,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
51,"Say Something","Justin Timberlake",1690447,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
52,"Lonely Together (feat. Rita Ora)",Avicii,1674791,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
