,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5340441,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"no tears left to cry","Ariana Grande",5157293,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
3,"God's Plan",Drake,4536091,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
4,"One Kiss (with Dua Lipa)","Calvin Harris",4336216,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",3651700,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6,"Call Out My Name","The Weeknd",3486384,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
7,FRIENDS,Marshmello,3458393,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,"I Like It","Cardi B",3405650,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,X,"Nicky Jam",3344942,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
10,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3043986,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
11,KOD,"J. Cole",3039642,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
12,"The Middle",Zedd,2895808,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
13,"Love Lies (with Normani)",Khalid,2745194,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,SAD!,XXXTENTACION,2407122,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,"Wake Me Up - Radio Edit",Avicii,2378539,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
16,"Look Alive (feat. Drake)","BlocBoy JB",2340935,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
17,ATM,"J. Cole",2335399,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
18,IDGAF,"Dua Lipa",2327044,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
19,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2301876,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
20,"Kevin’s Heart","J. Cole",2297193,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
