,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"SICKO MODE","Travis Scott",1844752,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
2,"In My Feelings",Drake,1739544,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1629261,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"Lucid Dreams","Juice WRLD",1489000,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,STARGAZING,"Travis Scott",1135329,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
6,SAD!,XXXTENTACION,1091046,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"No Brainer","DJ Khaled",1063775,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
8,"Taste (feat. Offset)",Tyga,1047972,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,Nonstop,Drake,1036896,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
10,"Eastside (with Halsey & Khalid)","benny blanco",1006765,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"I Like It","Cardi B",950714,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
12,"Better Now","Post Malone",945872,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,Moonlight,XXXTENTACION,913811,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
14,"Girls Like You (feat. Cardi B)","Maroon 5",869686,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,"Yes Indeed","Lil Baby",864624,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,"Taking A Walk","Trippie Redd",752259,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
17,"God is a woman","Ariana Grande",726601,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
18,Youngblood,"5 Seconds of Summer",697294,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"Nice For What",Drake,676572,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
20,"Psycho (feat. Ty Dolla $ign)","Post Malone",661506,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
21,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",655494,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
22,"God's Plan",Drake,652900,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
23,YOSEMITE,"Travis Scott",630037,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
24,"All Girls Are The Same","Juice WRLD",623891,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
25,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,618028,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
26,"Body (feat. brando)","Loud Luxury",597177,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
27,"Jocelyn Flores",XXXTENTACION,595256,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
28,"Beautiful (feat. Camila Cabello)",Bazzi,586218,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
29,"Jackie Chan",Tiësto,575917,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
