,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",5463560,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Nice For What",Drake,4685237,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",4607970,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
4,"God's Plan",Drake,4241242,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5,"no tears left to cry","Ariana Grande",4207188,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
6,"One Kiss (with Dua Lipa)","Calvin Harris",4145730,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,Paranoid,"Post Malone",3349610,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
8,"rockstar (feat. 21 Savage)","Post Malone",3340334,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
9,FRIENDS,Marshmello,3269854,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
10,X,"Nicky Jam",3202879,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
11,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",3118159,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
12,"I Like It","Cardi B",2931143,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2713569,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
14,Stay,"Post Malone",2669339,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
15,"Spoil My Night (feat. Swae Lee)","Post Malone",2590141,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
16,"The Middle",Zedd,2574647,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
17,"Youth (feat. Khalid)","Shawn Mendes",2557760,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
18,"Call Out My Name","The Weeknd",2510803,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
19,"Rich & Sad","Post Malone",2508382,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
20,"Love Lies (with Normani)",Khalid,2460273,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
