,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2753489,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Nice For What",Drake,1953239,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Better Now","Post Malone",1881285,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1656002,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"God's Plan",Drake,1397675,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,"Look Alive (feat. Drake)","BlocBoy JB",1224527,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
7,Paranoid,"Post Malone",1219444,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
8,"rockstar (feat. 21 Savage)","Post Malone",1125569,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
9,"I Like It","Cardi B",1107287,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,Stay,"Post Malone",1099496,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
11,"Spoil My Night (feat. Swae Lee)","Post Malone",1071973,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
12,"Rich & Sad","Post Malone",1046399,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
13,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1027157,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
14,"Ball For Me (feat. Nicki Minaj)","Post Malone",968614,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
15,KOD,"J. Cole",949956,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
16,"Plug Walk","Rich The Kid",942968,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
17,"no tears left to cry","Ariana Grande",925260,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
18,SAD!,XXXTENTACION,917355,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
19,"Candy Paint","Post Malone",882391,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
20,"Over Now","Post Malone",841335,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
21,"Walk It Talk It",Migos,830865,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
22,"Zack And Codeine","Post Malone",828680,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
23,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",826235,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
24,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",808694,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
25,"92 Explorer","Post Malone",797716,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
26,OTW,Khalid,787954,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
27,"Ric Flair Drip (& Metro Boomin)",Offset,787067,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
28,JAPAN,"Famous Dex",779625,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
29,"Freaky Friday (feat. Chris Brown)","Lil Dicky",764043,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
30,"Takin' Shots","Post Malone",762953,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
31,"Same Bitches (feat. G-Eazy & YG)","Post Malone",760065,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
32,"Call Out My Name","The Weeknd",738494,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
33,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",703653,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
34,"Love Lies (with Normani)",Khalid,698508,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
35,"The Middle",Zedd,676503,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
36,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",656225,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
37,"I Fall Apart","Post Malone",650976,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
38,Otherside,"Post Malone",644239,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
39,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",636855,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
40,"New Light","John Mayer",629746,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
41,"One Kiss (with Dua Lipa)","Calvin Harris",629429,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
42,"Playinwitme (feat. Kehlani)",KYLE,620802,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
43,"Blame It On Me","Post Malone",603316,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
44,R.I.P.,"Playboi Carti",598485,https://open.spotify.com/track/3L0IKstjUgDFVQAbQIRZRv
45,"Kevin’s Heart","J. Cole",593925,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
46,"All The Stars (with SZA)","Kendrick Lamar",588289,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
47,Mine,Bazzi,584826,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
48,"Stir Fry",Migos,576368,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
49,Moonlight,XXXTENTACION,568238,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,"Be Careful","Cardi B",566751,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
51,"Love Hurts (feat. Travis Scott)","Playboi Carti",558680,https://open.spotify.com/track/3K6U7TamNyVSWcFH8pCQHX
52,FRIENDS,Marshmello,556832,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
53,"Sugar Wraith","Post Malone",554940,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
54,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",552382,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
55,ATM,"J. Cole",540897,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
56,"Youth (feat. Khalid)","Shawn Mendes",515439,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
57,"Fell In Luv (feat. Bryson Tiller)","Playboi Carti",485934,https://open.spotify.com/track/1s9DTymg5UQrdorZf43JQm
58,Motiv8,"J. Cole",484359,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
59,"Right Now (feat. Pi'erre Bourne)","Playboi Carti",482958,https://open.spotify.com/track/475jSz0H6U3duJyNiDS0tT
60,"XO TOUR Llif3","Lil Uzi Vert",481663,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
61,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",471261,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
62,"Te Boté - Remix","Nio Garcia",468986,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
63,Heaven,"Kane Brown",463042,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
64,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",454791,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
65,Chun-Li,"Nicki Minaj",448907,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
66,"Long Time - Intro","Playboi Carti",443097,https://open.spotify.com/track/4IO2X2YoXoUMv0M2rwomLC
67,"Poke It Out (with Nicki Minaj)","Playboi Carti",441312,https://open.spotify.com/track/2rPSFKzGeqUWwfcCFVkkq3
68,"Four Out Of Five","Arctic Monkeys",441236,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
69,"1985 - Intro to “The Fall Off”","J. Cole",435301,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
70,"Home (KOD)","Playboi Carti",433130,https://open.spotify.com/track/5wPyd3IQAZft1vmxoIqGrU
71,"Red Roses (feat. Landon Cube)","Lil Skies",432971,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
72,Esskeetit,"Lil Pump",423507,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
73,Congratulations,"Post Malone",421286,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
74,HUMBLE.,"Kendrick Lamar",419474,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
75,"Lean 4 Real (feat. Skepta)","Playboi Carti",415286,https://open.spotify.com/track/1JgkiUg9mSXSwcb5Gbi4Ur
76,1942,G-Eazy,414983,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
77,"All Girls Are The Same","Juice WRLD",412868,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
78,"Old Money","Playboi Carti",409950,https://open.spotify.com/track/0syXbGoFZbTMXm8hGCEvW0
79,Youngblood,"5 Seconds of Summer",407024,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
80,"lovely (with Khalid)","Billie Eilish",404174,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
81,"Jocelyn Flores",XXXTENTACION,404059,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
82,Redbone,"Childish Gambino",402391,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
83,"Star Treatment","Arctic Monkeys",401389,https://open.spotify.com/track/0b93tWwuoAC0nXe1CfR30I
84,"CLOSE (feat. Travis Scott) - From SR3MM","Rae Sremmurd",385963,https://open.spotify.com/track/1oUudyBYVGMIC8JXeIsFzq
