,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All Mine","Kanye West",4536998,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
2,"One Kiss (with Dua Lipa)","Calvin Harris",4261161,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
3,"Better Now","Post Malone",4159450,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,Yikes,"Kanye West",4106390,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
5,"Ghost Town","Kanye West",3939337,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
6,"Nice For What",Drake,3519909,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7,"Wouldn't Leave","Kanye West",3285095,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
8,"I Like It","Cardi B",3274496,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"I Thought About Killing You","Kanye West",3246306,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
10,"God's Plan",Drake,3227867,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
11,"no tears left to cry","Ariana Grande",3141227,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
12,"Te Boté - Remix","Nio Garcia",3082629,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
13,X,"Nicky Jam",3024131,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
14,"Violent Crimes","Kanye West",2935434,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
15,"No Mistakes","Kanye West",2907848,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
16,"This Is America","Childish Gambino",2730818,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
17,"Back To You","Selena Gomez",2699222,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
18,"Psycho (feat. Ty Dolla $ign)","Post Malone",2607722,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
19,FRIENDS,Marshmello,2485846,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
20,"Lucid Dreams","Juice WRLD",2370610,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
21,Youngblood,"5 Seconds of Summer",2286363,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
22,"Solo (feat. Demi Lovato)","Clean Bandit",2162596,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
23,"Yes Indeed","Lil Baby",2157473,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
24,"rockstar (feat. 21 Savage)","Post Malone",2134175,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
25,Nevermind,"Dennis Lloyd",2066190,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
26,Flames,"David Guetta",2061280,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
27,"I'm Upset",Drake,1933585,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
28,"The Middle",Zedd,1915875,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
29,"Love Lies (with Normani)",Khalid,1883796,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
30,IDGAF,"Dua Lipa",1828485,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
31,"In My Blood","Shawn Mendes",1828298,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
32,"Look Alive (feat. Drake)","BlocBoy JB",1818867,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
33,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1747392,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
34,"Girls Like You (feat. Cardi B)","Maroon 5",1736509,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
35,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1720999,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
36,"Me Niego",Reik,1708978,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
37,"Sin Pijama","Becky G",1695392,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
38,"Youth feat. Khalid","Shawn Mendes",1691559,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
39,2002,Anne-Marie,1651534,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
40,"Playinwitme (feat. Kehlani)",KYLE,1611228,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
41,"lovely (with Khalid)","Billie Eilish",1582648,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
42,"Call Out My Name","The Weeknd",1533460,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
43,OTW,Khalid,1500960,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
44,"Remind Me to Forget",Kygo,1497937,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
45,"Praise The Lord (Da Shine)","A$AP Rocky",1475038,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
46,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1463302,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
47,Havana,"Camila Cabello",1461361,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
48,"Taste (feat. Offset)",Tyga,1459868,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
49,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1444529,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
50,SAD!,XXXTENTACION,1407121,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
51,"Shape of You","Ed Sheeran",1337060,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
52,"Dura - Remix","Daddy Yankee",1320845,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
53,"New Rules","Dua Lipa",1318000,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
