,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",4788153,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Better Now","Post Malone",4610452,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"One Kiss (with Dua Lipa)","Calvin Harris",4135702,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Nice For What",Drake,4075039,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,"no tears left to cry","Ariana Grande",3688757,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
6,"God's Plan",Drake,3503857,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"Psycho (feat. Ty Dolla $ign)","Post Malone",3259119,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
8,FRIENDS,Marshmello,2971567,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,X,"Nicky Jam",2774488,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
10,"I Like It","Cardi B",2686465,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,"Te Boté - Remix","Nio Garcia",2553382,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
12,"rockstar (feat. 21 Savage)","Post Malone",2475002,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
13,"The Middle",Zedd,2456740,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
14,"Love Lies (with Normani)",Khalid,2321760,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2209164,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
16,"Look Alive (feat. Drake)","BlocBoy JB",2126439,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
17,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2114842,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
18,"Call Out My Name","The Weeknd",2113491,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
19,Paranoid,"Post Malone",2112503,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
20,Nevermind,"Dennis Lloyd",2068301,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
21,IDGAF,"Dua Lipa",1957536,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
22,Flames,"David Guetta",1887422,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
23,OTW,Khalid,1878990,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
24,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1878216,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
25,"Yes Indeed","Lil Baby",1811247,https://open.spotify.com/track/1wsf1YFQSYND45y0GzJmf7
26,"Remind Me to Forget",Kygo,1737371,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
27,"In My Blood","Shawn Mendes",1730272,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
28,Youngblood,"5 Seconds of Summer",1724977,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
29,SAD!,XXXTENTACION,1659444,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
30,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1628712,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
31,Stay,"Post Malone",1626154,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
32,"Spoil My Night (feat. Swae Lee)","Post Malone",1622492,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
33,"Me Niego",Reik,1614651,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
34,"Youth (feat. Khalid)","Shawn Mendes",1583790,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
35,"Playinwitme (feat. Kehlani)",KYLE,1582978,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
36,"All The Stars (with SZA)","Kendrick Lamar",1574680,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
37,"Walk It Talk It",Migos,1545915,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
38,Mine,Bazzi,1511713,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
39,"Ball For Me (feat. Nicki Minaj)","Post Malone",1503781,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
40,"Rich & Sad","Post Malone",1486479,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
41,"Plug Walk","Rich The Kid",1483959,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
42,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1481162,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
43,2002,Anne-Marie,1462172,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
44,Havana,"Camila Cabello",1445790,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
45,"Like I Do","David Guetta",1382292,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
46,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1377013,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
47,KOD,"J. Cole",1337157,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
48,"Candy Paint","Post Malone",1314012,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
49,"Shape of You","Ed Sheeran",1305716,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
50,"New Rules","Dua Lipa",1273595,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
51,"Over Now","Post Malone",1269203,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
52,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1227027,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
53,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",1210991,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
54,"Ric Flair Drip (& Metro Boomin)",Offset,1199180,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
55,"Mad Love","Sean Paul",1181474,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
56,JAPAN,"Famous Dex",1168202,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
57,Familiar,"Liam Payne",1152888,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
58,Dura,"Daddy Yankee",1144644,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
59,"Let Me",ZAYN,1105189,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
