,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",6090230,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",5534155,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
3,"Nice For What",Drake,4499979,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,Paranoid,"Post Malone",4423920,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
5,"God's Plan",Drake,4093757,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,"no tears left to cry","Ariana Grande",4083357,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7,"One Kiss (with Dua Lipa)","Calvin Harris",3972364,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"rockstar (feat. 21 Savage)","Post Malone",3932690,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
9,"Spoil My Night (feat. Swae Lee)","Post Malone",3609925,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
10,"Rich & Sad","Post Malone",3532691,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
11,Stay,"Post Malone",3444866,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
12,FRIENDS,Marshmello,3245083,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
13,"Over Now","Post Malone",3220767,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
14,X,"Nicky Jam",3131886,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
15,"Ball For Me (feat. Nicki Minaj)","Post Malone",3115729,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
16,"Zack And Codeine","Post Malone",3098728,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
17,"Same Bitches (feat. G-Eazy & YG)","Post Malone",2928660,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
18,"I Like It","Cardi B",2885309,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
19,"Takin' Shots","Post Malone",2869852,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
20,"Call Out My Name","The Weeknd",2733295,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
21,"92 Explorer","Post Malone",2654899,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
22,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2625772,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
23,"Candy Paint","Post Malone",2625003,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
24,Otherside,"Post Malone",2576849,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
25,"The Middle",Zedd,2547174,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
26,"Love Lies (with Normani)",Khalid,2416818,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
27,"Blame It On Me","Post Malone",2401188,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
28,IDGAF,"Dua Lipa",2164427,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
29,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2156154,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
30,SAD!,XXXTENTACION,2143206,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
31,KOD,"J. Cole",2087491,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
32,"Sugar Wraith","Post Malone",2077998,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
33,"Look Alive (feat. Drake)","BlocBoy JB",2040020,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
34,Nevermind,"Dennis Lloyd",1919022,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
35,Mine,Bazzi,1795693,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
36,"Wake Me Up - Radio Edit",Avicii,1765519,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
37,"In My Blood","Shawn Mendes",1746228,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
38,"Remind Me to Forget",Kygo,1728497,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
39,"Te Boté - Remix","Nio Garcia",1709116,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
40,Dura,"Daddy Yankee",1698511,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
41,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1672149,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
42,"Me Niego",Reik,1670559,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
43,Havana,"Camila Cabello",1654669,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
44,"All The Stars (with SZA)","Kendrick Lamar",1647104,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
45,"Like I Do","David Guetta",1640237,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
46,"Walk It Talk It",Migos,1632455,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
47,"Jonestown (Interlude)","Post Malone",1625283,https://open.spotify.com/track/0R6Jlsq25eZB3Wftpxi3oF
48,"Plug Walk","Rich The Kid",1596431,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
49,OTW,Khalid,1583370,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
50,"Without You (feat. Sandro Cavazza)",Avicii,1533574,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
51,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1505173,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
52,Flames,"David Guetta",1477907,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
53,"Playinwitme (feat. Kehlani)",KYLE,1450344,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
54,"Kevin’s Heart","J. Cole",1374289,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
55,ATM,"J. Cole",1309879,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
