,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5952886,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"God's Plan",Drake,5325567,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",3858480,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,"Call Out My Name","The Weeknd",3731639,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
5,FRIENDS,Marshmello,3581643,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,X,"Nicky Jam",3408313,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,"One Kiss (with Dua Lipa)","Calvin Harris",3376657,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3184091,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
9,SAD!,XXXTENTACION,2975262,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"The Middle",Zedd,2957670,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,IDGAF,"Dua Lipa",2921835,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,"Look Alive (feat. Drake)","BlocBoy JB",2906241,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
13,"Love Lies (with Normani)",Khalid,2760742,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2547922,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,Mine,Bazzi,2468374,https://open.spotify.com/track/2lYjH3ZbCrW7CHmSRvVCN3
16,"All The Stars (with SZA)","Kendrick Lamar",2375971,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
17,"I Like It","Cardi B",2234396,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
18,"Plug Walk","Rich The Kid",2170986,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
19,"In My Blood","Shawn Mendes",2168587,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
20,rockstar,"Post Malone",2156207,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
21,"Walk It Talk It",Migos,2077699,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
22,Dura,"Daddy Yankee",2040500,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
23,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1981768,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
24,Havana,"Camila Cabello",1903343,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
25,"Be Careful","Cardi B",1898768,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
26,"Me Niego",Reik,1849602,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
27,Nevermind,"Dennis Lloyd",1798926,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
28,Delicate,"Taylor Swift",1651916,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
29,"Remind Me to Forget",Kygo,1606331,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
30,"Like I Do","David Guetta",1601437,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
31,"New Rules","Dua Lipa",1558473,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
32,"Wasted Times","The Weeknd",1550084,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
33,"Never Be the Same","Camila Cabello",1527739,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
34,"Échame La Culpa","Luis Fonsi",1499635,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
35,JAPAN,"Famous Dex",1491751,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
36,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1481472,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
37,"Say Something","Justin Timberlake",1480316,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
38,Bella,Wolfine,1477431,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
39,Moonlight,XXXTENTACION,1443149,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
40,"Try Me","The Weeknd",1428489,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
41,"Shape of You","Ed Sheeran",1415971,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
42,"Ric Flair Drip (& Metro Boomin)",Offset,1409700,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
43,"Mad Love","Sean Paul",1397868,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
44,Perfect,"Ed Sheeran",1386888,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
45,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1380628,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
46,"I Fall Apart","Post Malone",1378680,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
47,Wolves,"Selena Gomez",1362499,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
48,"Pray For Me (with Kendrick Lamar)","The Weeknd",1346929,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
49,"I Do (feat. SZA)","Cardi B",1295778,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
50,"Powerglide (feat. Juicy J)","Rae Sremmurd",1264388,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
51,Flames,"David Guetta",1259368,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
52,Amorfoda,"Bad Bunny",1241409,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
53,"Síguelo Bailando",Ozuna,1234174,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
54,"Drip (feat. Migos)","Cardi B",1212340,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
