,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,6443974,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"God's Plan",Drake,5598345,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",3993044,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,"Call Out My Name","The Weeknd",3816234,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
5,X,"Nicky Jam",3793867,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,FRIENDS,Marshmello,3769272,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,"One Kiss (with Dua Lipa)","Calvin Harris",3677576,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3471438,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
9,"The Middle",Zedd,3030158,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
10,"Look Alive (feat. Drake)","BlocBoy JB",2993330,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
11,SAD!,XXXTENTACION,2982777,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,IDGAF,"Dua Lipa",2977877,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
13,"Love Lies (with Normani)",Khalid,2887185,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2683372,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,"I Like It","Cardi B",2649159,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
16,Mine,Bazzi,2597671,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
17,"All The Stars (with SZA)","Kendrick Lamar",2430655,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
18,"Plug Walk","Rich The Kid",2396547,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
19,rockstar,"Post Malone",2270276,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
20,Dura,"Daddy Yankee",2226963,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
21,"In My Blood","Shawn Mendes",2216148,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
22,"Walk It Talk It",Migos,2210275,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
23,"Barbie Tingz","Nicki Minaj",2055705,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
24,Havana,"Camila Cabello",2019998,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
25,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2013162,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
26,"Me Niego",Reik,2006531,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
27,Nevermind,"Dennis Lloyd",2003652,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
28,"Let Me",ZAYN,1941764,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
