,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",4241615,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"This Is America","Childish Gambino",3808746,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
3,"One Kiss (with Dua Lipa)","Calvin Harris",3743128,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Nice For What",Drake,3649325,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,"God's Plan",Drake,3183242,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,"no tears left to cry","Ariana Grande",3121436,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7,"Psycho (feat. Ty Dolla $ign)","Post Malone",2877787,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
8,FRIENDS,Marshmello,2629952,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,"I Like It","Cardi B",2599327,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,X,"Nicky Jam",2577702,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
11,"Te Boté - Remix","Nio Garcia",2515911,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
12,"Back To You","Selena Gomez",2260901,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
13,"rockstar (feat. 21 Savage)","Post Malone",2245000,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
14,"The Middle",Zedd,2241078,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
15,"Yes Indeed","Lil Baby",2223730,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,"Love Lies (with Normani)",Khalid,2202670,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
17,"FAKE LOVE",BTS,2044814,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
18,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1992976,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
19,Nevermind,"Dennis Lloyd",1941518,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
20,"Look Alive (feat. Drake)","BlocBoy JB",1880654,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
21,"Call Out My Name","The Weeknd",1868130,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
22,IDGAF,"Dua Lipa",1852338,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
23,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1804142,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
24,Flames,"David Guetta",1794720,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
25,Paranoid,"Post Malone",1760431,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
26,"Playinwitme (feat. Kehlani)",KYLE,1650035,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
27,OTW,Khalid,1645613,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
28,Youngblood,"5 Seconds of Summer",1632440,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
29,"In My Blood","Shawn Mendes",1624383,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
30,"Remind Me to Forget",Kygo,1602317,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
31,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1549196,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
32,SAD!,XXXTENTACION,1533274,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
33,"Me Niego",Reik,1504902,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
34,"Ball For Me (feat. Nicki Minaj)","Post Malone",1483705,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
35,"Youth (feat. Khalid)","Shawn Mendes",1478166,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
36,"Walk It Talk It",Migos,1466799,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
37,Havana,"Camila Cabello",1444573,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
38,"All The Stars (with SZA)","Kendrick Lamar",1430594,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
39,Mine,Bazzi,1402946,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
40,2002,Anne-Marie,1402088,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
41,"Solo (feat. Demi Lovato)","Clean Bandit",1376622,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
42,Stay,"Post Malone",1362207,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
43,"Plug Walk","Rich The Kid",1328733,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
44,"Spoil My Night (feat. Swae Lee)","Post Malone",1325461,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
45,"Shape of You","Ed Sheeran",1307541,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
46,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1249507,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
47,"Like I Do","David Guetta",1247280,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
48,"Lucid Dreams","Juice WRLD",1241906,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh
49,"lovely (with Khalid)","Billie Eilish",1226079,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
50,"New Rules","Dua Lipa",1208062,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
51,"Sin Pijama","Becky G",1181424,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
52,"Rich & Sad","Post Malone",1176870,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
53,"Sangria Wine","Pharrell Williams",1147290,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
54,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1124327,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
55,Dura,"Daddy Yankee",1120790,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
56,"Dura - Remix","Daddy Yankee",1106685,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
57,"Ric Flair Drip (& Metro Boomin)",Offset,1105250,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
58,"Candy Paint","Post Malone",1091979,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
59,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1087473,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
60,KOD,"J. Cole",1062053,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
61,Perfect,"Ed Sheeran",1048308,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
62,Somebody,"The Chainsmokers",1022728,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
63,"I Fall Apart","Post Malone",1022572,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
64,"Síguelo Bailando",Ozuna,1011426,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
65,JAPAN,"Famous Dex",1005411,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
66,"Over Now","Post Malone",1002910,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
67,"El Préstamo",Maluma,998288,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
68,Familiar,"Liam Payne",990729,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
69,"Échame La Culpa","Luis Fonsi",975044,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
70,"The Truth Untold",BTS,953595,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
71,"Let Me",ZAYN,950567,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
72,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",949247,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
73,"La Player (Bandolera)","Zion & Lennox",942615,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
74,"Mad Love","Sean Paul",940173,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
75,Believer,"Imagine Dragons",937766,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
76,"Done For Me (feat. Kehlani)","Charlie Puth",933325,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
77,"XO TOUR Llif3","Lil Uzi Vert",907687,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
78,"92 Explorer","Post Malone",907198,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
79,"Zack And Codeine","Post Malone",895836,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
80,Thunder,"Imagine Dragons",882372,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
81,"Same Bitches (feat. G-Eazy & YG)","Post Malone",872119,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
82,1950,"King Princess",864527,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
83,"Wake Me Up - Radio Edit",Avicii,861619,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
84,"Never Be the Same","Camila Cabello",860570,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
85,Happier,"Ed Sheeran",855216,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
86,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",851456,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
87,Wolves,"Selena Gomez",846820,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
88,"Say Something","Justin Timberlake",846631,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
89,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",833568,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
90,"I Wanna Know (feat. Bea Miller)",NOTD,825534,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
91,"Takin' Shots","Post Malone",825450,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
92,"Feel It Still","Portugal. The Man",818393,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
93,HUMBLE.,"Kendrick Lamar",812557,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
94,"Bella - Remix",Wolfine,808429,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
95,"Te Amo","Piso 21",807635,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
96,Chun-Li,"Nicki Minaj",806593,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
97,Criminal,"Natti Natasha",799353,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
98,"Madura (feat. Bad Bunny)",Cosculluela,798724,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
99,"Too Good At Goodbyes","Sam Smith",797583,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
100,"All Girls Are The Same","Juice WRLD",786887,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
101,"Airplane pt.2",BTS,786483,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
102,Congratulations,"Post Malone",785766,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
103,Delicate,"Taylor Swift",784163,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
104,"Young Dumb & Broke",Khalid,775439,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
105,"Jocelyn Flores",XXXTENTACION,774811,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
106,Silence,Marshmello,773142,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
107,Corazón,Maluma,768568,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
108,"Be Careful","Cardi B",767444,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
