,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,7948021,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4467422,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"No Brainer","DJ Khaled",4224252,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
4,"Girls Like You (feat. Cardi B)","Maroon 5",3844907,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"I Like It","Cardi B",3567596,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,"Lucid Dreams","Juice WRLD",3388128,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Taste (feat. Offset)",Tyga,3274804,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,"Solo (feat. Demi Lovato)","Clean Bandit",3126325,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,SAD!,XXXTENTACION,3120609,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"God is a woman","Ariana Grande",3043928,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
11,"Eastside (with Halsey & Khalid)","benny blanco",2937956,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,"Better Now","Post Malone",2861723,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,Rise,"Jonas Blue",2859657,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,"Jackie Chan",Tiësto,2848852,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
15,"One Kiss (with Dua Lipa)","Calvin Harris",2758768,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,Youngblood,"5 Seconds of Summer",2561201,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"Te Boté - Remix","Nio Garcia",2416600,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,"In My Mind",Dynoro,2311371,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
19,Moonlight,XXXTENTACION,2242289,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
20,Body,"Loud Luxury",2169282,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
21,Nonstop,Drake,2132925,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
22,"Sin Pijama","Becky G",2117834,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
23,"Don’t Matter To Me (with Michael Jackson)",Drake,2113095,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
24,"God's Plan",Drake,2065989,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
25,"Ocean (feat. Khalid)","Martin Garrix",2012793,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
26,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1929944,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
27,"Born To Be Yours",Kygo,1879402,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
28,"Nice For What",Drake,1860107,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
29,"No Es Justo","J Balvin",1793470,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
30,2002,Anne-Marie,1791049,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
31,"Vaina Loca",Ozuna,1776356,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
32,Nevermind,"Dennis Lloyd",1667469,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
33,"no tears left to cry","Ariana Grande",1666617,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
34,"Praise The Lord (Da Shine)","A$AP Rocky",1645241,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
35,"Jocelyn Flores",XXXTENTACION,1644312,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
36,changes,XXXTENTACION,1615131,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
37,"rockstar (feat. 21 Savage)","Post Malone",1600751,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
38,"Psycho (feat. Ty Dolla $ign)","Post Malone",1595001,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
39,Clandestino,Shakira,1507681,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
40,"Happy Now",Zedd,1488826,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
41,"X - Remix","Nicky Jam",1463903,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
42,FRIENDS,Marshmello,1408538,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
43,X,"Nicky Jam",1382061,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
44,"The Middle",Zedd,1336534,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
45,Flames,"David Guetta",1330559,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
46,"Yes Indeed","Lil Baby",1328500,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
47,"Shape of You","Ed Sheeran",1290973,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
48,"Me Niego",Reik,1274268,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
49,"lovely (with Khalid)","Billie Eilish",1269963,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
50,"Bed (feat. Ariana Grande)","Nicki Minaj",1252176,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
51,Shotgun,"George Ezra",1239002,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
52,"High Hopes","Panic! At The Disco",1208442,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
53,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1182129,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
54,"La Cintura","Alvaro Soler",1178042,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
55,SWISH,Tyga,1153715,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
56,Natural,"Imagine Dragons",1148058,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
57,"I'm Upset",Drake,1144102,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
58,IDGAF,"Dua Lipa",1127587,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
59,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1121643,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
60,"Look Alive (feat. Drake)","BlocBoy JB",1118368,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
61,Havana,"Camila Cabello",1101392,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
62,"I'm a Mess","Bebe Rexha",1096209,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
63,"La Player (Bandolera)","Zion & Lennox",1083991,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
64,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",1077809,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
65,"Summertime Magic","Childish Gambino",1068978,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
66,"you should see me in a crown","Billie Eilish",1045861,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
67,"Mi Cama - Remix","Karol G",1011301,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
68,"One Day (feat. Ryan Tedder)",Logic,1010615,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
69,"New Rules","Dua Lipa",1009149,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
70,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1006460,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
71,Believer,"Imagine Dragons",982596,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
72,"Be Alright","Dean Lewis",977908,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
73,Unica,Ozuna,977508,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
74,"All Girls Are The Same","Juice WRLD",962517,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
75,"Mob Ties",Drake,962222,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
