,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,5560608,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Call Out My Name","The Weeknd",3915436,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",3872638,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,"Nice For What",Drake,3853664,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,X,"Nicky Jam",3809629,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,FRIENDS,Marshmello,3509691,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3008968,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
8,IDGAF,"Dua Lipa",2985260,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,SAD!,XXXTENTACION,2931665,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"The Middle",Zedd,2864541,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,"Look Alive (feat. Drake)","BlocBoy JB",2792297,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
12,"Love Lies (with Normani)",Khalid,2687143,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
13,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2554642,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
14,Mine,Bazzi,2446233,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
15,"All The Stars (with SZA)","Kendrick Lamar",2411230,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
16,Dura,"Daddy Yankee",2272361,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
17,rockstar,"Post Malone",2233710,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
18,"One Kiss (with Dua Lipa)","Calvin Harris",2182708,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,Havana,"Camila Cabello",2098531,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
20,"In My Blood","Shawn Mendes",2071746,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
21,"Plug Walk","Rich The Kid",2052165,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
22,"Me Niego",Reik,1943461,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
23,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1914974,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
24,"Wasted Times","The Weeknd",1843965,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
25,"Try Me","The Weeknd",1780172,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
26,"Walk It Talk It",Migos,1702964,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
27,"Like I Do","David Guetta",1680750,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
28,Bella,Wolfine,1649770,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
29,"Échame La Culpa","Luis Fonsi",1636437,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
30,"Never Be the Same","Camila Cabello",1635671,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
31,Delicate,"Taylor Swift",1599412,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
32,"New Rules","Dua Lipa",1590237,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
33,Nevermind,"Dennis Lloyd",1551951,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
34,"Pray For Me (with Kendrick Lamar)","The Weeknd",1532417,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
35,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1499493,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
36,"Shape of You","Ed Sheeran",1495994,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
37,"Say Something","Justin Timberlake",1483877,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
38,"Ric Flair Drip (& Metro Boomin)",Offset,1438743,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
39,"I Like It","Cardi B",1435727,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
40,"Síguelo Bailando",Ozuna,1425485,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
41,Moonlight,XXXTENTACION,1423737,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
42,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1416378,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
43,Amorfoda,"Bad Bunny",1416079,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
44,"Remind Me to Forget",Kygo,1402859,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
45,"Mad Love","Sean Paul",1390937,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
46,"Be Careful","Cardi B",1384799,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
47,Perfect,"Ed Sheeran",1383548,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
48,"Drip (feat. Migos)","Cardi B",1363365,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
49,"I Fall Apart","Post Malone",1321503,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
50,Wolves,"Selena Gomez",1307541,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
51,"River (feat. Ed Sheeran)",Eminem,1288783,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
52,"I Do (feat. SZA)","Cardi B",1277057,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
53,Everyday,Logic,1257982,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
54,"Get Up 10","Cardi B",1234594,https://open.spotify.com/track/7p2ewixAShLpjDZrnzZK7c
55,"Stir Fry",Migos,1215770,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
56,"Powerglide (feat. Juicy J)","Rae Sremmurd",1200969,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
57,"Bodak Yellow","Cardi B",1190784,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
58,"Bartier Cardi (feat. 21 Savage)","Cardi B",1182036,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
59,"Feel It Still","Portugal. The Man",1177906,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
60,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1174987,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
61,Criminal,"Natti Natasha",1164674,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
62,"Hurt You","The Weeknd",1152198,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
63,Downtown,Anitta,1146302,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
64,Corazón,Maluma,1142145,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
65,JAPAN,"Famous Dex",1140142,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
66,"Lemon - Drake Remix",N.E.R.D,1118594,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
67,Thunder,"Imagine Dragons",1111522,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
68,Bickenhead,"Cardi B",1106732,https://open.spotify.com/track/17Yq72h0p15OhCbZ5lJ5gd
69,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1098653,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
70,"Best Life (feat. Chance The Rapper)","Cardi B",1093500,https://open.spotify.com/track/00B7TZ0Xawar6NZ00JFomN
71,"Sick Boy","The Chainsmokers",1085753,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
72,"I Was Never There","The Weeknd",1083889,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
