,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,3603280,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"Lucid Dreams","Juice WRLD",1639166,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
3,"Taste (feat. Offset)",Tyga,1381856,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
4,Nonstop,Drake,1363892,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
5,SAD!,XXXTENTACION,1363129,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,"I Like It","Cardi B",1318506,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Moonlight,XXXTENTACION,1156016,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
8,"God is a woman","Ariana Grande",1099595,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,"Better Now","Post Malone",1045659,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"Nice For What",Drake,1032796,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
11,"Yes Indeed","Lil Baby",975905,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
12,"Don’t Matter To Me (with Michael Jackson)",Drake,972056,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
13,"Girls Like You (feat. Cardi B)","Maroon 5",969166,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
14,"I Might Need Security","Chance the Rapper",931813,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
15,"God's Plan",Drake,888963,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
16,"I'm Upset",Drake,843757,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
17,"Psycho (feat. Ty Dolla $ign)","Post Malone",768756,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
18,"Eastside (with Halsey & Khalid)","benny blanco",733404,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
19,Youngblood,"5 Seconds of Summer",709040,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
20,"Summertime Magic","Childish Gambino",704116,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
21,"Mob Ties",Drake,699955,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
22,"Jocelyn Flores",XXXTENTACION,686747,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
23,"Jackie Chan",Tiësto,677350,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
24,changes,XXXTENTACION,653351,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
25,"Look Alive (feat. Drake)","BlocBoy JB",639030,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
26,"All Girls Are The Same","Juice WRLD",625507,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
27,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,595650,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
28,"rockstar (feat. 21 Savage)","Post Malone",592884,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
29,APESHIT,"The Carters",590580,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
30,"65th & Ingleside","Chance the Rapper",577062,https://open.spotify.com/track/5H0NU2sHWUnWCcZyYlX46X
31,"Boo'd Up","Ella Mai",575525,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
32,"Ocean (feat. Khalid)","Martin Garrix",567346,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
33,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",563085,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
34,"One Kiss (with Dua Lipa)","Calvin Harris",562705,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
35,"Praise The Lord (Da Shine)","A$AP Rocky",559467,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
36,Body,"Loud Luxury",558726,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
37,Rise,"Jonas Blue",550414,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
38,"no tears left to cry","Ariana Grande",549965,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
39,"Ball For Me (feat. Nicki Minaj)","Post Malone",517423,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
40,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,514561,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
41,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",501659,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
42,"Bed (feat. Ariana Grande)","Nicki Minaj",495625,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
43,"Te Boté - Remix","Nio Garcia",490971,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
44,"Solo (feat. Demi Lovato)","Clean Bandit",490548,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
45,"All Mine","Kanye West",486642,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
46,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",482829,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
47,"Plug Walk","Rich The Kid",481241,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
48,"lovely (with Khalid)","Billie Eilish",460414,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
