,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1919224,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"Better Now","Post Malone",1434941,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"Nice For What",Drake,1365995,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"I Like It","Cardi B",1355505,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Yes Indeed","Lil Baby",1340988,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
6,"All Mine","Kanye West",1284301,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
7,"Girls Like You (feat. Cardi B)","Maroon 5",1220649,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,"I'm Upset",Drake,1176475,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",1069294,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"God's Plan",Drake,986353,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
11,"Taste (feat. Offset)",Tyga,976995,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
12,Youngblood,"5 Seconds of Summer",944436,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
13,Reborn,"KIDS SEE GHOSTS",929638,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
14,"Look Alive (feat. Drake)","BlocBoy JB",896760,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",875127,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
16,"Back To You","Selena Gomez",830791,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
17,"This Is America","Childish Gambino",815766,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
18,"All Girls Are The Same","Juice WRLD",793257,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
19,"no tears left to cry","Ariana Grande",774876,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
20,"Bed (feat. Ariana Grande)","Nicki Minaj",772122,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
21,"rockstar (feat. 21 Savage)","Post Malone",767749,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
22,"Praise The Lord (Da Shine)","A$AP Rocky",738379,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
23,Yikes,"Kanye West",721502,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
24,"lovely (with Khalid)","Billie Eilish",709525,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
25,SAD!,XXXTENTACION,696858,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
26,"Ocean (feat. Khalid)","Martin Garrix",679581,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
27,"Plug Walk","Rich The Kid",678504,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
28,"Ball For Me (feat. Nicki Minaj)","Post Malone",665657,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
