,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Nice For What",Drake,5440842,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,"God's Plan",Drake,5144090,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Call Out My Name","The Weeknd",3972039,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",3834833,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,FRIENDS,Marshmello,3392478,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,X,"Nicky Jam",3340531,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3013039,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
8,SAD!,XXXTENTACION,2985404,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,IDGAF,"Dua Lipa",2843768,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
10,"The Middle",Zedd,2781658,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
11,"Love Lies (with Normani)",Khalid,2746902,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
12,"Look Alive (feat. Drake)","BlocBoy JB",2744320,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
13,"One Kiss (with Dua Lipa)","Calvin Harris",2648606,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2468882,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,Mine,Bazzi,2391428,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
16,"All The Stars (with SZA)","Kendrick Lamar",2369586,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
17,"In My Blood","Shawn Mendes",2130055,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
18,"Plug Walk","Rich The Kid",2096371,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
19,rockstar,"Post Malone",2070836,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
20,Dura,"Daddy Yankee",1925007,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
21,Havana,"Camila Cabello",1903155,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
22,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1887621,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
23,"Wasted Times","The Weeknd",1841105,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
24,"I Like It","Cardi B",1794090,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
25,"Me Niego",Reik,1781521,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
26,"Try Me","The Weeknd",1729922,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
27,"Be Careful","Cardi B",1729128,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
28,"Walk It Talk It",Migos,1677275,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
29,"Never Be the Same","Camila Cabello",1663386,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
30,Delicate,"Taylor Swift",1638736,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
31,"Like I Do","David Guetta",1590227,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
32,Nevermind,"Dennis Lloyd",1551240,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
33,"New Rules","Dua Lipa",1505128,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
34,Moonlight,XXXTENTACION,1491854,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
35,"Pray For Me (with Kendrick Lamar)","The Weeknd",1488692,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
36,"Remind Me to Forget",Kygo,1456805,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
37,"Say Something","Justin Timberlake",1453794,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
38,Bella,Wolfine,1429923,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
39,"Échame La Culpa","Luis Fonsi",1422936,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
40,"Shape of You","Ed Sheeran",1392704,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
41,"Ric Flair Drip (& Metro Boomin)",Offset,1381731,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
42,"Drip (feat. Migos)","Cardi B",1379184,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
43,Perfect,"Ed Sheeran",1365295,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
44,"I Fall Apart","Post Malone",1358241,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
45,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1347952,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
46,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1317820,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
47,"Mad Love","Sean Paul",1316941,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
48,"I Do (feat. SZA)","Cardi B",1312608,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
49,Wolves,"Selena Gomez",1283089,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
50,JAPAN,"Famous Dex",1265683,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
51,Amorfoda,"Bad Bunny",1256284,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
52,"Síguelo Bailando",Ozuna,1230649,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
53,"Powerglide (feat. Juicy J)","Rae Sremmurd",1223635,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
54,Everyday,Logic,1218111,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
55,"Bartier Cardi (feat. 21 Savage)","Cardi B",1202400,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
56,"Get Up 10","Cardi B",1174375,https://open.spotify.com/track/7p2ewixAShLpjDZrnzZK7c
57,"River (feat. Ed Sheeran)",Eminem,1167303,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
58,"Bodak Yellow","Cardi B",1159890,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
59,"Stir Fry",Migos,1128369,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
60,"Feel It Still","Portugal. The Man",1126695,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
61,"Best Life (feat. Chance The Rapper)","Cardi B",1113695,https://open.spotify.com/track/00B7TZ0Xawar6NZ00JFomN
62,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1110198,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
63,"Lemon - Drake Remix",N.E.R.D,1090978,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
64,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1078301,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
65,"Lost In Japan","Shawn Mendes",1077997,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
66,"Ring (feat. Kehlani)","Cardi B",1076206,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
67,"Hurt You","The Weeknd",1063480,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
68,Bickenhead,"Cardi B",1062715,https://open.spotify.com/track/17Yq72h0p15OhCbZ5lJ5gd
69,Flames,"David Guetta",1044466,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
70,Thunder,"Imagine Dragons",1044316,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
71,1950,"King Princess",1040574,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
72,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1031113,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
73,"Let You Down",NF,1017392,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
74,Criminal,"Natti Natasha",1011414,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
75,"A$AP Forever","A$AP Rocky",1009285,https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
76,"Sick Boy","The Chainsmokers",1003184,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
77,Downtown,Anitta,997750,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
78,"Too Good At Goodbyes","Sam Smith",981734,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
79,changes,XXXTENTACION,981058,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
80,"I Was Never There","The Weeknd",980427,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
81,"XO TOUR Llif3","Lil Uzi Vert",977725,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
82,Corazón,Maluma,976187,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
83,Believer,"Imagine Dragons",974974,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
84,"El Préstamo",Maluma,972877,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
85,Silence,Marshmello,956602,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
86,Dembow,"Danny Ocean",925962,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
87,"Jocelyn Flores",XXXTENTACION,924397,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
88,Congratulations,"Post Malone",914199,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
89,Breathe,"Jax Jones",897553,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
90,Privilege,"The Weeknd",879602,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
91,"Capital Letters","Hailee Steinfeld",878155,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
92,"I Miss You (feat. Julia Michaels)","Clean Bandit",867427,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
93,"EL BAÑO","Enrique Iglesias",866233,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
94,"Him & I (with Halsey)",G-Eazy,866150,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
95,"This Is Me","Keala Settle",859142,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
96,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",858501,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
97,Sensualidad,"Bad Bunny",856498,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
98,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",844082,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
99,"Rewrite The Stars","Zac Efron",839554,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
100,"Thru Your Phone","Cardi B",833589,https://open.spotify.com/track/74cVJfmK18rhWnscIpGXjt
101,"Young Dumb & Broke",Khalid,832009,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
102,HUMBLE.,"Kendrick Lamar",828371,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
103,"What Lovers Do (feat. SZA)","Maroon 5",815276,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
104,"Money Bag","Cardi B",814499,https://open.spotify.com/track/1vBeIXlzbAieGoDqInav5j
105,"Bum Bum Tam Tam","MC Fioti",811264,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
106,"Everybody Hates Me","The Chainsmokers",802288,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
107,Unforgettable,"French Montana",800265,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
108,Heaven,"Julia Michaels",777567,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
109,"Say You Won't Let Go","James Arthur",771097,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
110,"She Bad","Cardi B",770397,https://open.spotify.com/track/0CfmNX2TXk7yoJqHJiixnp
111,"Candy Paint","Post Malone",769745,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
112,"Dusk Till Dawn - Radio Edit",ZAYN,757971,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
113,1-800-273-8255,Logic,757224,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
114,"La Player (Bandolera)","Zion & Lennox",751264,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
115,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",749408,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
116,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",746246,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
117,Solita,Ozuna,746185,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
118,"El Farsante - Remix",Ozuna,739821,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
119,"Something Just Like This","The Chainsmokers",722619,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
120,"Whatever It Takes","Imagine Dragons",718052,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
121,"I Like Me Better",Lauv,717339,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
122,Machika,"J Balvin",717220,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
123,Anywhere,"Rita Ora",713458,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
124,Betrayed,"Lil Xan",713244,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
125,"Bank Account","21 Savage",701994,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
126,"One Dance",Drake,701898,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
127,"How Long","Charlie Puth",698456,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
128,Location,Khalid,698099,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
129,"Sorry Not Sorry","Demi Lovato",698071,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
130,Esperándote,"Manuel Turizo",696453,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj
131,"Me Rehúso","Danny Ocean",692751,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
132,"Playinwitme (feat. Kehlani)",KYLE,686434,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
133,Attention,"Charlie Puth",682397,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
134,Beautiful,Bazzi,678840,https://open.spotify.com/track/1OilOIju6R9ia8vilNjChh
135,Ahora,"J Balvin",672417,https://open.spotify.com/track/54OB85nuxYGfl7qRQXuz7c
136,goosebumps,"Travis Scott",666488,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
137,"Te Amo","Piso 21",666060,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
138,"Tip Toe (feat. French Montana)","Jason Derulo",663831,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
