,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Better Now","Post Malone",5764613,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",5026439,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
3,"Nice For What",Drake,4340212,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,Paranoid,"Post Malone",3961657,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
5,"no tears left to cry","Ariana Grande",3866832,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
6,"God's Plan",Drake,3864479,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,"One Kiss (with Dua Lipa)","Calvin Harris",3751795,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"rockstar (feat. 21 Savage)","Post Malone",3521265,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
9,"Spoil My Night (feat. Swae Lee)","Post Malone",3180727,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
10,"Rich & Sad","Post Malone",3119628,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
11,Stay,"Post Malone",3094670,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
12,FRIENDS,Marshmello,3035625,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
13,X,"Nicky Jam",2855164,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
14,"Over Now","Post Malone",2838656,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
15,"Ball For Me (feat. Nicki Minaj)","Post Malone",2823393,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
16,"I Like It","Cardi B",2777387,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
17,"Zack And Codeine","Post Malone",2675179,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
18,"Same Bitches (feat. G-Eazy & YG)","Post Malone",2540030,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
19,"Call Out My Name","The Weeknd",2533805,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
20,"Takin' Shots","Post Malone",2483145,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
21,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2480239,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
22,"The Middle",Zedd,2468365,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
