,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All Mine","Kanye West",2028903,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
2,"Ghost Town","Kanye West",1790760,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
3,Yikes,"Kanye West",1660399,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
4,"Lucid Dreams","Juice WRLD",1421041,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
5,"Nice For What",Drake,1384379,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,"Wouldn't Leave","Kanye West",1310176,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
7,"Yes Indeed","Lil Baby",1303541,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
8,"Violent Crimes","Kanye West",1235405,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
9,"I Thought About Killing You","Kanye West",1202060,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
10,"Better Now","Post Malone",1179454,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"No Mistakes","Kanye West",1128233,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
12,"I Like It","Cardi B",1070336,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"God's Plan",Drake,1042577,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
14,"Psycho (feat. Ty Dolla $ign)","Post Malone",1033233,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
15,"This Is America","Childish Gambino",1004029,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
16,"I'm Upset",Drake,909409,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
17,"Look Alive (feat. Drake)","BlocBoy JB",872036,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"rockstar (feat. 21 Savage)","Post Malone",731736,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
19,"All Girls Are The Same","Juice WRLD",719961,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
